Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
21,Darrell Arthur\arthuda01,PF,29,DEN,19,1,141,7.7,16.5,.468,2.8,8.1,.348,4.9,8.4,.583,0.7,1.1,.667,1.1,4.2,5.3,3.2,2.8,1.1,5.3,7.7,18.9,,90,110
22,Jamel Artis\artisja01,SG,25,ORL,7,0,72,3.4,13.6,.250,0.0,4.1,.000,3.4,9.5,.357,0.7,2.0,.333,1.4,6.8,8.1,5.4,0.0,0.0,0.0,1.4,7.5,,78,116
23,Omer Asik\asikom01,C,31,NOP,14,0,121,2.8,6.3,.438,0.0,0.0,,2.8,6.3,.438,1.6,4.7,.333,2.8,11.9,14.6,0.8,0.4,0.8,2.0,5.5,7.1,,85,109
24,D.J. Augustin\augusdj01,PG,30,ORL,66,27,1540,6.5,14.5,.449,3.2,7.6,.421,3.3,6.9,.479,4.7,5.4,.865,0.8,3.6,4.3,8.1,1.6,0.0,3.4,2.7,20.9,,117,114
25,Luke Babbitt\babbilu01,SF,28,TOT,48,13,683,6.5,14.8,.439,4.2,10.5,.404,2.2,4.2,.525,1.2,1.6,.773,0.4,6.2,6.6,2.1,0.6,0.5,1.4,3.9,18.4,,112,114
25,Luke Babbitt\babbilu01,SF,28,ATL,37,9,570,6.9,14.4,.476,4.2,9.5,.441,2.7,4.9,.544,1.5,1.9,.773,0.4,6.5,7.0,2.2,0.6,0.4,1.3,4.0,19.4,,119,114
25,Luke Babbitt\babbilu01,SF,28,MIA,11,4,113,4.5,16.5,.270,4.5,15.6,.286,0.0,0.9,.000,0.0,0.0,,0.4,4.5,4.9,1.3,0.4,0.9,1.8,3.1,13.4,,79,111
26,Dwayne Bacon\bacondw01,SG,22,CHO,51,6,671,4.9,13.0,.374,0.8,2.9,.275,4.1,10.1,.403,1.5,1.8,.800,0.3,8.2,8.5,2.5,1.2,0.1,1.5,3.1,12.0,,89,110
27,Ron Baker\bakerro01,SG,24,NYK,29,1,385,2.6,7.6,.339,1.4,4.3,.333,1.2,3.4,.346,2.6,3.4,.769,0.6,3.2,3.9,6.1,3.4,0.8,2.3,4.3,9.2,,104,109
28,Wade Baldwin\baldwwa01,PG,21,POR,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,16.6,33.2,.500,0.0,16.6,16.6,0.0,0.0,0.0,16.6,16.6,16.6,,53,106
29,Lonzo Ball\balllo01,PG,20,LAL,51,49,1756,5.4,15.1,.359,2.4,7.9,.305,3.0,7.2,.419,0.8,1.9,.449,1.8,7.9,9.7,10.1,2.4,1.2,3.7,3.1,14.1,,97,106
30,J.J. Barea\bareajo01,PG,33,DAL,67,8,1573,9.4,21.6,.436,3.6,9.8,.364,5.8,11.7,.497,2.6,3.3,.784,0.4,5.8,6.3,13.6,1.1,0.1,4.5,2.6,25.0,,108,112
31,Harrison Barnes\barneha02,PF,25,DAL,71,71,2432,10.2,22.8,.446,2.2,6.1,.361,8.0,16.7,.477,5.0,6.1,.827,1.5,7.7,9.2,3.0,0.9,0.3,2.2,1.8,27.5,,106,111
32,Will Barton\bartowi01,SG,27,DEN,74,33,2412,8.4,18.9,.447,2.9,7.8,.372,5.6,11.1,.500,3.2,4.0,.805,1.3,6.1,7.4,6.2,1.6,1.0,2.8,3.0,23.0,,112,112
33,Nicolas Batum\batumni01,SG,29,CHO,57,57,1810,6.7,16.1,.416,2.3,6.8,.341,4.4,9.3,.471,2.5,3.1,.817,1.3,6.1,7.5,8.5,1.7,0.6,3.0,1.8,18.3,,108,109
34,Jerryd Bayless\bayleje01,SG,29,PHI,39,11,925,5.7,13.7,.416,2.8,7.6,.370,2.9,6.1,.474,1.8,2.3,.795,0.8,3.4,4.2,2.8,1.2,0.3,2.4,4.8,16.1,,102,110
35,Aron Baynes\baynear01,C,31,BOS,73,59,1314,6.7,14.3,.468,0.0,0.5,.000,6.7,13.8,.484,2.1,2.9,.747,4.1,10.6,14.6,3.0,0.7,1.8,2.7,6.8,15.5,,102,102
36,Kent Bazemore\bazemke01,SG,28,ATL,65,65,1789,7.8,18.5,.420,3.0,7.5,.394,4.8,11.0,.438,4.4,5.5,.796,0.7,6.1,6.8,6.2,2.7,1.2,4.3,4.0,22.9,,101,109
37,Bradley Beal\bealbr01,SG,24,WAS,74,74,2689,11.6,25.0,.463,3.3,8.8,.377,8.2,16.1,.510,4.9,6.2,.791,1.0,5.0,6.0,6.3,1.6,0.6,3.6,2.6,31.3,,110,110
38,Malik Beasley\beaslma01,SG,21,DEN,60,0,579,6.1,15.1,.407,2.3,6.9,.333,3.8,8.2,.469,1.7,2.5,.690,1.2,4.9,6.1,2.6,1.3,0.6,2.0,3.1,16.3,,100,113
39,Michael Beasley\beaslmi01,PF,29,NYK,68,24,1518,12.0,23.8,.505,0.9,2.3,.394,11.1,21.5,.518,3.7,4.7,.785,2.9,9.6,12.6,3.6,1.0,1.2,4.4,4.5,28.7,,103,110
40,Marco Belinelli\belinma01,SG,31,TOT,71,1,1698,8.1,18.8,.432,3.6,9.6,.372,4.5,9.2,.494,3.7,4.1,.915,0.5,3.1,3.6,3.6,1.6,0.3,2.2,2.1,23.5,,110,113
40,Marco Belinelli\belinma01,SG,31,ATL,52,1,1210,8.1,19.6,.411,3.7,10.0,.372,4.3,9.6,.451,4.1,4.4,.927,0.5,3.5,4.0,4.2,1.9,0.1,2.2,1.7,23.9,,109,114
40,Marco Belinelli\belinma01,SG,31,PHI,19,0,488,8.2,16.7,.491,3.2,8.5,.372,5.1,8.2,.614,2.8,3.2,.875,0.5,2.3,2.8,2.2,0.8,0.6,2.1,3.2,22.4,,114,111
41,Jordan Bell\belljo01,C,23,GSW,49,13,723,6.9,11.0,.630,0.0,0.2,.000,6.9,10.8,.642,1.9,2.8,.690,3.7,8.7,12.3,6.2,2.1,3.5,2.9,5.9,15.8,,123,103
42,DeAndre' Bembry\bembrde01,SF,23,ATL,21,0,364,5.4,13.6,.396,1.1,3.2,.333,4.3,10.4,.416,2.0,3.4,.600,1.1,6.5,7.5,4.2,1.7,1.3,5.1,4.3,13.9,,79,110
43,Dragan Bender\bendedr01,PF,20,PHO,75,30,1863,4.1,11.1,.371,2.6,7.4,.359,1.5,3.7,.396,0.9,1.1,.773,0.9,7.0,7.9,3.1,0.6,1.2,2.6,3.9,11.7,,93,115
44,Davis Bertans\bertada01,PF,25,SAS,71,10,1051,7.4,17.1,.437,4.4,11.7,.373,3.1,5.3,.577,1.9,2.4,.816,0.9,6.3,7.2,3.3,1.2,1.3,1.7,4.3,21.2,,114,106
45,Patrick Beverley\beverpa01,SG,29,LAC,11,11,334,7.0,17.3,.403,3.5,8.7,.400,3.5,8.6,.407,2.0,2.5,.824,2.3,4.2,6.5,4.7,2.6,0.7,3.6,4.9,19.5,,102,109
46,Khem Birch\birchkh01,C,25,ORL,33,0,407,4.8,9.6,.500,0.0,0.0,,4.8,9.6,.500,2.4,3.8,.625,5.6,8.5,14.2,2.5,1.3,1.6,2.0,5.0,12.0,,113,110
47,Jabari Bird\birdja01,SG,23,BOS,7,0,35,1.4,5.7,.250,0.0,2.9,.000,1.4,2.9,.500,4.3,7.1,.600,2.9,2.9,5.7,1.4,1.4,0.0,1.4,2.9,7.1,,94,108
48,Bismack Biyombo\biyombi01,C,25,ORL,73,23,1354,5.7,10.9,.520,0.0,0.0,.000,5.7,10.9,.522,3.4,5.1,.660,4.6,10.5,15.1,2.1,0.6,3.1,2.8,5.1,14.7,,108,108
49,Nemanja Bjelica\bjeline01,PF,29,MIN,60,17,1188,6.5,13.7,.475,2.9,6.7,.425,3.7,7.0,.524,1.4,1.8,.791,1.9,8.4,10.2,3.2,1.7,0.5,2.0,5.3,17.3,,116,111
50,Tarik Black\blackta01,C,26,HOU,45,1,457,7.2,12.0,.598,0.0,0.9,.000,7.2,11.2,.644,2.6,5.7,.453,6.2,8.5,14.7,1.2,2.0,2.7,3.4,10.3,17.0,,110,102
51,Antonio Blakeney\blakean01,SG,21,CHI,19,0,314,8.3,22.3,.371,2.3,8.1,.288,5.9,14.2,.418,4.7,6.1,.769,0.6,4.5,5.1,3.1,1.1,0.2,1.7,3.0,23.5,,96,114
52,Eric Bledsoe\bledser01,PG,28,TOT,66,66,2065,9.7,21.3,.457,2.6,7.8,.329,7.2,13.5,.530,5.5,7.1,.777,1.1,5.0,6.1,7.7,3.2,0.9,4.8,4.0,27.5,,105,108
52,Eric Bledsoe\bledser01,PG,28,PHO,3,3,83,9.2,23.0,.400,2.3,7.5,.308,6.9,15.6,.444,6.3,8.1,.786,1.7,2.3,4.0,5.2,2.3,1.2,5.8,3.5,27.1,,94,114
52,Eric Bledsoe\bledser01,PG,28,MIL,63,63,1982,9.8,21.2,.460,2.6,7.8,.330,7.2,13.4,.535,5.5,7.0,.777,1.1,5.1,6.2,7.8,3.2,0.9,4.8,4.0,27.6,,106,108
53,Vander Blue\blueva01,SG,25,LAL,5,0,45,1.1,5.3,.200,0.0,2.1,.000,1.1,3.2,.333,1.1,2.1,.500,0.0,1.1,1.1,3.2,1.1,0.0,3.2,2.1,3.2,,52,114
54,Bogdan Bogdanovic\bogdabo01,SG,25,SAC,71,46,1956,7.9,17.8,.445,3.0,7.6,.392,5.0,10.2,.484,2.5,2.9,.850,0.7,4.5,5.2,6.0,1.7,0.4,2.9,3.9,21.3,,107,114
55,Bojan Bogdanovic\bogdabo02,SF,28,IND,74,74,2284,8.1,17.2,.472,3.1,7.8,.397,5.0,9.4,.534,3.6,4.1,.862,0.6,4.9,5.5,2.5,1.2,0.1,2.1,2.6,22.8,,114,111
56,Andrew Bogut\bogutan01,C,33,LAL,23,5,216,3.8,5.5,.680,0.0,0.0,,3.8,5.5,.680,0.4,0.4,1.000,5.7,11.5,17.2,3.3,0.9,2.9,4.2,8.8,7.9,,106,105
57,Joel Bolomboy\bolomjo01,PF,24,MIL,6,0,38,3.9,7.9,.500,0.0,1.3,.000,3.9,6.6,.600,3.9,7.9,.500,7.9,5.3,13.2,0.0,2.6,0.0,2.6,3.9,11.8,,110,110
58,Devin Booker\bookede01,SG,21,PHO,54,54,1865,11.7,27.0,.432,3.8,9.8,.383,7.9,17.2,.460,7.4,8.4,.878,0.7,5.6,6.3,6.5,1.2,0.4,5.0,4.3,34.5,,106,115
59,Trevor Booker\booketr01,PF,30,TOT,62,5,1065,7.4,14.3,.519,0.4,1.3,.286,7.0,13.0,.542,2.7,3.9,.694,4.8,8.6,13.3,3.4,1.2,0.9,2.6,5.1,17.9,,113,108
59,Trevor Booker\booketr01,PF,30,BRK,18,5,395,9.5,18.5,.513,0.4,1.5,.250,9.1,17.0,.536,3.0,5.3,.558,4.7,10.0,14.6,4.7,1.0,0.6,3.7,5.3,22.3,,105,110
59,Trevor Booker\booketr01,PF,30,PHI,33,0,494,6.0,10.7,.560,0.2,0.7,.286,5.8,10.0,.578,3.1,3.8,.821,4.6,7.3,11.9,2.6,1.6,1.1,2.0,5.0,15.3,,125,106
59,Trevor Booker\booketr01,PF,30,IND,11,0,176,6.8,15.1,.453,0.9,2.6,.333,6.0,12.5,.477,0.9,0.9,1.000,5.4,8.8,14.2,2.8,0.6,1.1,2.0,4.8,15.3,,109,109
60,Chris Boucher\bouchch01,PF,25,GSW,1,0,1,0.0,48.2,.000,0.0,48.2,.000,0.0,0.0,,0.0,0.0,,0.0,48.2,48.2,0.0,0.0,0.0,0.0,0.0,0.0,,0,87
61,Avery Bradley\bradlav01,SG,27,TOT,46,46,1433,9.0,21.7,.414,2.6,7.0,.369,6.4,14.6,.436,2.2,2.8,.768,0.8,3.3,4.0,3.3,1.8,0.3,3.5,3.2,22.8,,93,110
61,Avery Bradley\bradlav01,SG,27,DET,40,40,1268,9.2,22.4,.409,2.9,7.6,.381,6.3,14.8,.423,2.4,3.1,.763,0.7,3.0,3.7,3.3,1.8,0.3,3.7,3.1,23.6,,92,110
61,Avery Bradley\bradlav01,SG,27,LAC,6,6,165,7.7,16.2,.473,0.3,2.6,.111,7.4,13.5,.543,0.6,0.6,1.000,0.9,5.6,6.5,3.2,1.5,0.3,2.4,3.5,16.2,,96,112
62,Tony Bradley\bradlto01,C,20,UTA,9,0,29,5.2,19.0,.273,0.0,1.7,.000,5.2,17.3,.300,3.5,3.5,1.000,6.9,12.1,19.0,1.7,0.0,0.0,0.0,1.7,13.8,,95,107
63,Corey Brewer\breweco01,SF,31,TOT,65,11,1005,5.6,12.4,.451,1.2,3.9,.293,4.4,8.4,.526,2.7,3.7,.731,1.4,4.7,6.1,2.6,3.0,0.7,2.2,5.7,15.0,,104,107
63,Corey Brewer\breweco01,SF,31,LAL,54,2,694,5.4,11.8,.453,0.5,3.0,.186,4.8,8.9,.543,2.3,3.5,.667,1.6,4.8,6.4,2.8,2.8,0.5,2.6,5.7,13.6,,97,107
63,Corey Brewer\breweco01,SF,31,OKC,11,9,311,6.1,13.6,.447,2.6,6.2,.410,3.5,7.4,.478,3.7,4.3,.852,1.0,4.3,5.3,2.1,3.5,1.0,1.3,5.6,18.4,,122,105
64,Malcolm Brogdon\brogdma01,PG,25,MIL,46,20,1404,8.5,17.4,.487,2.1,5.6,.378,6.4,11.9,.538,2.7,3.0,.882,0.8,4.6,5.4,5.3,1.5,0.5,2.3,4.6,21.7,,113,113
65,Aaron Brooks\brookaa01,PG,33,MIN,30,1,172,7.0,16.6,.421,2.6,7.3,.360,4.4,9.3,.469,1.7,2.6,.667,1.7,2.6,4.4,5.2,1.7,0.0,2.6,6.7,18.3,,105,115
66,Dillon Brooks\brookdi01,SF,22,MEM,74,66,2111,6.9,15.7,.437,2.0,5.4,.363,4.9,10.3,.477,2.2,2.9,.746,1.0,4.2,5.2,2.6,1.5,0.4,2.5,5.3,17.9,,99,113
67,Bobby Brown\brownbo02,PG,33,HOU,20,0,115,8.1,24.8,.328,4.7,17.1,.275,3.4,7.7,.444,0.4,0.9,.500,0.0,3.0,3.0,4.7,1.7,0.0,3.8,2.6,21.3,,83,110
68,Jaylen Brown\brownja02,SF,21,BOS,63,63,1937,8.5,18.4,.459,2.7,7.1,.375,5.8,11.3,.513,3.3,5.2,.642,1.6,6.8,8.4,2.7,1.5,0.6,2.8,4.3,22.9,,104,104
69,Lorenzo Brown\brownlo01,PG,27,TOR,13,0,114,3.9,10.8,.360,0.4,3.5,.125,3.5,7.3,.471,0.9,0.9,1.000,0.0,4.3,4.3,5.2,1.7,0.0,0.9,2.2,9.1,,98,109
70,Markel Brown\brownma02,SG,26,HOU,4,0,31,3.2,11.1,.286,1.6,7.9,.200,1.6,3.2,.500,0.0,0.0,,1.6,6.3,7.9,3.2,0.0,0.0,3.2,9.5,7.9,,75,112
71,Sterling Brown\brownst02,SG,22,MIL,48,4,701,5.6,13.3,.417,2.1,5.9,.366,3.4,7.5,.457,1.4,1.6,.864,1.8,7.6,9.4,1.5,2.2,0.8,1.6,4.9,14.6,,102,109
72,Nicolas Brussino\brussni01,SF,24,ATL,4,0,10,0.0,9.8,.000,0.0,9.8,.000,0.0,0.0,,0.0,0.0,,0.0,14.7,14.7,0.0,0.0,0.0,0.0,0.0,0.0,,0,111
73,Thomas Bryant\bryanth01,C,20,LAL,11,0,34,4.2,12.6,.333,1.4,7.0,.200,2.8,5.6,.500,5.6,8.4,.667,1.4,7.0,8.4,2.8,0.0,0.0,1.4,2.8,15.4,,103,113
74,Reggie Bullock\bullore01,SF,26,DET,58,48,1603,7.7,15.7,.493,3.6,8.1,.444,4.1,7.5,.545,1.1,1.4,.783,0.7,3.7,4.4,2.7,1.4,0.4,1.4,2.0,20.2,,119,110
75,Trey Burke\burketr01,PG,25,NYK,29,2,550,13.6,25.9,.526,2.5,6.6,.384,11.1,19.3,.575,2.2,3.6,.600,0.9,3.7,4.6,10.5,1.5,0.4,2.7,2.8,31.9,,119,113
76,Alec Burks\burksal01,SG,26,UTA,60,1,1012,8.1,19.7,.411,2.1,6.6,.323,6.0,13.1,.455,5.2,6.1,.861,0.9,8.1,9.0,3.1,1.8,0.4,2.8,3.5,23.5,,102,105
77,Jimmy Butler\butleji01,SG,28,MIN,56,56,2077,10.0,21.2,.473,1.7,4.7,.356,8.4,16.6,.506,8.2,9.5,.865,1.8,5.5,7.3,6.7,2.6,0.6,2.5,1.8,29.9,,122,111
78,Dwight Buycks\buyckdw01,PG,28,DET,29,0,427,9.6,23.1,.414,1.8,5.3,.333,7.8,17.9,.438,4.2,4.8,.878,1.4,3.4,4.8,6.9,2.2,0.2,4.6,4.6,25.1,,97,109
79,Bruno Caboclo\cabocbr01,SF,22,TOT,9,0,79,4.5,15.3,.292,1.3,8.9,.143,3.2,6.4,.500,1.9,2.5,.750,3.8,6.4,10.2,3.2,1.9,1.9,1.3,5.1,12.1,,90,110
79,Bruno Caboclo\cabocbr01,SF,22,TOR,2,0,7,0.0,14.1,.000,0.0,14.1,.000,0.0,0.0,,0.0,0.0,,0.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,0.0,,33,96
79,Bruno Caboclo\cabocbr01,SF,22,SAC,7,0,72,4.9,15.4,.318,1.4,8.4,.167,3.5,7.0,.500,2.1,2.8,.750,4.2,6.3,10.5,2.8,1.4,2.1,1.4,4.9,13.3,,95,111
80,Jose Calderon\caldejo01,PG,36,CLE,51,30,812,4.7,9.5,.494,2.3,4.9,.463,2.4,4.6,.526,1.3,1.7,.786,0.7,3.8,4.5,6.5,1.5,0.1,2.4,4.5,13.0,,120,115
81,Kentavious Caldwell-Pope\caldwke01,SG,24,LAL,65,65,2208,6.6,15.5,.428,3.2,8.2,.394,3.4,7.3,.466,2.9,3.7,.772,1.2,6.4,7.6,3.1,2.1,0.3,1.8,2.8,19.3,,112,108
82,Isaiah Canaan\canaais01,PG-SG,26,TOT,20,1,422,5.9,15.5,.380,2.5,7.5,.333,3.4,8.0,.423,5.2,5.8,.902,0.7,4.4,5.1,8.6,1.8,0.1,3.3,4.1,19.5,,110,115
82,Isaiah Canaan\canaais01,SG,26,HOU,1,0,4,0.0,12.3,.000,0.0,0.0,,0.0,12.3,.000,0.0,0.0,,0.0,12.3,12.3,0.0,0.0,0.0,0.0,0.0,0.0,,0,109
82,Isaiah Canaan\canaais01,PG,26,PHO,19,1,418,5.9,15.6,.382,2.5,7.6,.333,3.4,8.0,.429,5.3,5.8,.902,0.7,4.3,5.0,8.7,1.8,0.1,3.3,4.1,19.7,,110,115
83,Clint Capela\capelca01,C,23,HOU,68,68,1866,10.8,16.5,.655,0.0,0.0,.000,10.8,16.5,.656,3.5,6.3,.556,5.9,13.7,19.6,1.7,1.4,3.3,2.6,4.7,25.2,,126,101
84,DeMarre Carroll\carrode01,SF,31,BRK,69,69,2070,7.3,17.6,.417,3.2,8.7,.372,4.1,8.9,.462,4.3,5.6,.767,2.4,8.3,10.8,3.3,1.3,0.7,2.3,3.6,22.2,,110,111
85,Vince Carter\cartevi01,SF,41,SAC,51,4,901,5.7,13.9,.406,2.9,8.1,.352,2.8,5.8,.481,1.2,1.7,.710,0.8,6.0,6.8,3.3,2.3,1.4,1.7,4.7,15.4,,103,110
86,Michael Carter-Williams\cartemi01,PG,26,CHO,52,2,835,4.4,13.4,.332,0.8,3.4,.237,3.6,9.9,.365,4.3,5.2,.820,2.2,5.9,8.1,6.8,2.6,1.3,3.0,5.8,14.0,,97,106
87,Alex Caruso\carusal01,PG,23,LAL,28,0,366,3.9,8.7,.448,0.7,2.9,.227,3.3,5.9,.556,1.4,2.1,.688,1.0,3.8,4.8,6.3,2.1,1.0,3.3,4.3,9.9,,98,109
88,Omri Casspi\casspom01,SF,29,GSW,53,7,740,7.8,13.5,.580,0.7,1.4,.455,7.2,12.0,.595,3.3,4.5,.725,2.0,11.1,13.0,3.3,1.2,1.2,2.4,4.6,19.5,,117,106
89,Willie Cauley-Stein\caulewi01,C,24,SAC,66,51,1835,9.1,18.7,.488,0.1,0.3,.250,9.0,18.4,.493,3.9,6.1,.628,3.3,9.1,12.4,4.2,2.0,1.7,2.7,4.5,22.2,,105,109
90,Tyler Cavanaugh\cavanty01,PF,23,ATL,37,1,492,6.1,13.7,.442,2.9,8.2,.354,3.2,5.6,.571,1.7,2.1,.810,4.2,7.5,11.6,2.7,0.9,0.4,1.2,6.0,16.7,,121,113
91,Mario Chalmers\chalmma01,PG,31,MEM,61,9,1334,5.9,15.8,.376,1.8,6.7,.273,4.1,9.1,.452,4.1,4.8,.856,0.5,5.1,5.6,7.1,2.8,0.4,4.1,6.4,17.8,,96,109
92,Tyson Chandler\chandty01,C,35,PHO,46,46,1151,5.0,7.8,.647,0.0,0.0,,5.0,7.8,.647,2.4,3.9,.617,5.6,11.8,17.4,2.2,0.7,1.1,2.5,4.4,12.5,,122,112
93,Wilson Chandler\chandwi01,SF,30,DEN,68,65,2146,6.1,13.5,.450,1.9,5.3,.360,4.2,8.3,.507,2.0,2.5,.773,2.2,6.0,8.3,3.5,0.9,0.8,2.0,3.3,16.0,,111,113
94,Marquese Chriss\chrisma01,PF,20,PHO,67,44,1379,6.0,14.6,.414,1.9,6.1,.307,4.2,8.5,.492,2.7,4.8,.577,2.3,9.6,11.8,2.7,1.5,2.2,3.2,6.5,16.7,,95,110
95,Ian Clark\clarkia01,SG,26,NOP,69,2,1345,7.1,16.2,.442,1.9,6.3,.298,5.3,9.8,.534,1.6,2.1,.759,0.4,3.8,4.2,3.5,1.0,0.4,1.9,4.0,17.7,,100,113
96,Jordan Clarkson\clarkjo01,SG,25,TOT,73,2,1727,11.1,24.5,.451,2.9,8.3,.344,8.2,16.2,.506,3.9,4.9,.797,1.5,4.2,5.7,5.8,1.4,0.1,3.3,2.6,28.9,,107,112
96,Jordan Clarkson\clarkjo01,SG,25,LAL,53,2,1256,11.3,25.3,.448,2.6,8.0,.324,8.8,17.3,.505,4.0,5.0,.795,1.7,4.4,6.0,6.6,1.5,0.1,3.6,2.4,29.3,,106,111
96,Jordan Clarkson\clarkjo01,SG,25,CLE,20,0,471,10.3,22.4,.460,3.6,9.3,.393,6.7,13.1,.508,3.7,4.7,.800,1.0,3.7,4.8,3.8,1.4,0.2,2.3,3.3,28.0,,111,115
97,Gian Clavell\clavegi01,SG,24,DAL,7,0,64,4.7,14.1,.333,4.7,11.8,.400,0.0,2.4,.000,1.6,1.6,1.000,0.8,4.7,5.5,2.4,1.6,0.0,1.6,6.3,15.7,,102,111
98,Antonius Cleveland\clevean01,SG,23,DAL,13,0,81,2.5,8.7,.286,0.0,0.6,.000,2.5,8.1,.308,1.2,2.5,.500,1.2,5.0,6.2,1.2,3.7,2.5,1.2,6.8,6.2,,70,103
99,John Collins\collijo01,PF,20,ATL,66,18,1543,8.8,15.1,.584,0.3,0.9,.321,8.5,14.2,.600,3.9,5.2,.752,5.2,9.8,15.0,2.3,1.3,2.3,2.9,6.2,21.9,,119,108
