Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
22,Jamel Artis\artisja01,SG,25,ORL,5,0,55,3.6,15.1,.235,0.0,4.4,.000,3.6,10.7,.333,0.9,2.7,.333,0.9,5.3,6.2,3.6,0.0,0.0,0.0,0.0,8.0,,67,117
23,Omer Asik\asikom01,C,31,NOP,14,0,121,2.8,6.3,.438,0.0,0.0,,2.8,6.3,.438,1.6,4.7,.333,2.8,11.8,14.6,0.8,0.4,0.8,2.0,5.5,7.1,,85,109
24,D.J. Augustin\augusdj01,PG,30,ORL,63,24,1442,6.6,14.6,.449,3.3,7.8,.428,3.3,6.9,.473,4.8,5.5,.877,0.7,3.5,4.2,7.9,1.7,0.0,3.4,2.7,21.3,,117,114
25,Luke Babbitt\babbilu01,SF,28,TOT,46,13,676,6.5,14.8,.441,4.3,10.6,.407,2.3,4.3,.525,1.2,1.6,.773,0.4,6.3,6.7,2.1,0.6,0.5,1.4,3.9,18.6,,112,114
25,Luke Babbitt\babbilu01,SF,28,ATL,37,9,570,6.9,14.4,.476,4.2,9.5,.441,2.7,4.9,.544,1.5,1.9,.773,0.4,6.5,7.0,2.2,0.6,0.4,1.3,4.0,19.4,,119,114
25,Luke Babbitt\babbilu01,SF,28,MIA,9,4,106,4.7,17.1,.278,4.7,16.1,.294,0.0,0.9,.000,0.0,0.0,,0.5,4.7,5.2,1.4,0.5,0.9,1.9,3.3,14.2,,81,111
26,Dwayne Bacon\bacondw01,SG,22,CHO,45,6,512,4.2,11.8,.355,1.0,3.2,.294,3.2,8.6,.378,1.0,1.3,.714,0.2,9.0,9.2,2.1,1.0,0.2,1.5,3.7,10.3,,83,110
27,Ron Baker\bakerro01,SG,24,NYK,29,1,385,2.6,7.6,.339,1.4,4.3,.333,1.2,3.4,.346,2.6,3.4,.769,0.6,3.2,3.9,6.1,3.4,0.8,2.3,4.3,9.2,,104,109
28,Wade Baldwin\baldwwa01,PG,21,POR,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,16.6,33.1,.500,0.0,16.6,16.6,0.0,0.0,0.0,16.6,16.6,16.6,,53,105
29,Lonzo Ball\balllo01,PG,20,LAL,47,45,1589,5.5,15.5,.358,2.5,8.1,.316,3.0,7.4,.403,0.8,1.8,.459,1.8,7.9,9.8,10.0,2.5,1.2,3.7,3.1,14.5,,97,105
30,J.J. Barea\bareajo01,PG,33,DAL,64,6,1492,9.3,21.5,.433,3.6,9.9,.362,5.8,11.7,.493,2.7,3.4,.790,0.4,5.9,6.4,13.6,1.1,0.1,4.5,2.7,24.9,,108,112
31,Harrison Barnes\barneha02,PF,25,DAL,67,67,2295,10.2,22.6,.449,2.0,5.8,.346,8.1,16.8,.484,5.1,6.2,.827,1.5,7.8,9.3,2.9,1.0,0.3,2.2,1.9,27.5,,106,111
32,Will Barton\bartowi01,SG,27,DEN,68,27,2201,8.5,18.8,.450,2.8,7.7,.363,5.7,11.1,.511,3.1,4.0,.787,1.3,6.3,7.5,6.3,1.6,0.9,2.8,3.0,22.8,,112,111
33,Nicolas Batum\batumni01,SG,29,CHO,55,55,1761,6.8,16.2,.418,2.4,6.9,.343,4.4,9.4,.473,2.6,3.1,.821,1.4,6.0,7.4,8.5,1.7,0.6,3.1,1.8,18.5,,108,110
34,Jerryd Bayless\bayleje01,SG,29,PHI,39,11,925,5.7,13.7,.416,2.8,7.7,.370,2.9,6.1,.474,1.8,2.3,.795,0.8,3.4,4.2,2.8,1.2,0.3,2.4,4.8,16.1,,102,110
35,Aron Baynes\baynear01,C,31,BOS,68,54,1224,6.8,14.5,.466,0.0,0.4,.000,6.8,14.1,.481,2.2,3.0,.743,4.2,10.4,14.5,2.8,0.7,1.8,2.8,6.7,15.8,,101,102
36,Kent Bazemore\bazemke01,SG,28,ATL,65,65,1789,7.8,18.5,.420,3.0,7.5,.394,4.8,11.0,.438,4.4,5.5,.796,0.7,6.1,6.8,6.2,2.7,1.2,4.3,4.0,22.9,,101,109
37,Bradley Beal\bealbr01,SG,24,WAS,69,69,2521,11.7,25.3,.462,3.3,8.9,.375,8.3,16.4,.510,5.0,6.4,.789,1.1,5.1,6.2,6.3,1.6,0.6,3.6,2.6,31.7,,110,110
38,Malik Beasley\beaslma01,SG,21,DEN,57,0,562,6.2,15.2,.405,2.2,6.9,.321,4.0,8.4,.474,1.8,2.5,.690,1.2,5.0,6.2,2.6,1.3,0.5,2.0,3.2,16.3,,100,113
39,Michael Beasley\beaslmi01,PF,29,NYK,62,18,1345,12.0,24.0,.502,0.8,2.2,.383,11.2,21.7,.514,4.0,5.1,.777,3.1,9.5,12.6,3.6,1.0,1.3,4.4,4.5,28.9,,103,110
40,Marco Belinelli\belinma01,SG,31,TOT,66,1,1572,7.9,18.8,.418,3.5,9.5,.363,4.4,9.3,.475,3.8,4.1,.924,0.5,3.2,3.7,3.6,1.6,0.2,2.2,1.8,22.9,,108,113
40,Marco Belinelli\belinma01,SG,31,ATL,52,1,1210,8.1,19.6,.411,3.7,10.0,.372,4.3,9.6,.451,4.1,4.4,.927,0.5,3.5,4.0,4.2,1.9,0.1,2.2,1.7,23.9,,109,114
40,Marco Belinelli\belinma01,SG,31,PHI,14,0,362,7.2,16.2,.446,2.5,7.9,.322,4.7,8.3,.565,2.7,2.9,.909,0.5,2.1,2.7,1.7,0.9,0.4,2.1,2.4,19.7,,105,112
41,Jordan Bell\belljo01,C,23,GSW,44,11,614,7.2,10.9,.657,0.0,0.2,.000,7.2,10.7,.672,2.0,2.9,.703,3.8,8.8,12.7,6.0,2.2,3.4,3.3,6.1,16.4,,124,103
42,DeAndre' Bembry\bembrde01,SF,23,ATL,21,0,364,5.4,13.6,.396,1.1,3.2,.333,4.3,10.4,.416,2.0,3.4,.600,1.1,6.5,7.5,4.2,1.7,1.3,5.1,4.3,13.9,,79,110
43,Dragan Bender\bendedr01,PF,20,PHO,70,25,1706,4.2,11.0,.383,2.7,7.3,.375,1.5,3.7,.398,1.0,1.2,.773,0.8,6.8,7.7,3.1,0.5,1.2,2.4,4.0,12.2,,97,115
44,Davis Bertans\bertada01,PF,25,SAS,65,10,1005,7.4,16.9,.440,4.3,11.6,.372,3.1,5.3,.590,2.0,2.5,.816,0.9,6.4,7.2,3.4,1.2,1.3,1.6,4.3,21.2,,115,106
45,Patrick Beverley\beverpa01,SG,29,LAC,11,11,334,7.0,17.3,.403,3.5,8.7,.400,3.5,8.6,.407,2.0,2.5,.824,2.3,4.2,6.5,4.7,2.6,0.7,3.6,4.9,19.5,,102,109
46,Khem Birch\birchkh01,C,25,ORL,30,0,373,5.0,9.8,.507,0.0,0.0,,5.0,9.8,.507,2.5,3.9,.633,5.6,8.4,14.0,2.6,1.4,1.6,2.1,5.0,12.5,,114,110
47,Jabari Bird\birdja01,SG,23,BOS,4,0,22,2.3,9.1,.250,0.0,4.5,.000,2.3,4.5,.500,6.8,11.4,.600,0.0,4.5,4.5,2.3,2.3,0.0,0.0,4.5,11.4,,96,105
48,Bismack Biyombo\biyombi01,C,25,ORL,70,23,1307,5.6,10.8,.519,0.0,0.0,.000,5.6,10.8,.521,3.2,4.9,.656,4.6,10.4,15.0,2.1,0.7,3.1,2.8,5.1,14.4,,108,108
49,Nemanja Bjelica\bjeline01,PF,29,MIN,54,11,1005,6.8,14.0,.488,3.0,6.9,.439,3.8,7.1,.535,1.5,1.8,.838,1.9,8.4,10.3,3.3,1.8,0.5,2.0,5.3,18.2,,119,110
50,Tarik Black\blackta01,C,26,HOU,42,1,431,7.3,12.4,.587,0.0,0.9,.000,7.3,11.5,.634,2.6,5.7,.460,6.4,8.2,14.6,1.0,2.0,2.7,3.4,10.5,17.2,,110,103
51,Antonio Blakeney\blakean01,SG,21,CHI,16,0,237,8.7,22.3,.389,2.7,8.3,.325,6.0,14.0,.426,4.5,6.2,.733,0.6,4.5,5.2,2.7,1.2,0.0,1.7,3.1,24.5,,98,113
52,Eric Bledsoe\bledser01,PG,28,TOT,60,60,1878,9.8,21.5,.454,2.7,8.0,.338,7.1,13.6,.522,5.4,6.9,.784,1.2,4.9,6.1,7.4,3.3,0.9,4.8,3.9,27.6,,105,108
52,Eric Bledsoe\bledser01,PG,28,PHO,3,3,83,9.2,23.0,.400,2.3,7.5,.308,6.9,15.6,.444,6.3,8.1,.786,1.7,2.3,4.0,5.2,2.3,1.2,5.8,3.5,27.1,,94,113
52,Eric Bledsoe\bledser01,PG,28,MIL,57,57,1795,9.8,21.5,.456,2.7,8.0,.339,7.1,13.5,.526,5.4,6.8,.784,1.1,5.0,6.2,7.5,3.3,0.9,4.7,3.9,27.7,,106,107
53,Vander Blue\blueva01,SG,25,LAL,5,0,45,1.1,5.3,.200,0.0,2.1,.000,1.1,3.2,.333,1.1,2.1,.500,0.0,1.1,1.1,3.2,1.1,0.0,3.2,2.1,3.2,,52,114
54,Bogdan Bogdanovic\bogdabo01,SG,25,SAC,67,42,1850,8.0,17.7,.449,3.1,7.7,.396,4.9,10.0,.490,2.5,2.9,.860,0.7,4.6,5.3,6.1,1.7,0.4,2.9,3.9,21.5,,109,114
55,Bojan Bogdanovic\bogdabo02,SF,28,IND,68,68,2096,8.0,17.0,.469,3.1,7.8,.394,4.9,9.2,.531,3.7,4.3,.857,0.6,4.8,5.4,2.5,1.2,0.1,2.1,2.5,22.7,,114,111
56,Andrew Bogut\bogutan01,C,33,LAL,23,5,216,3.7,5.5,.680,0.0,0.0,,3.7,5.5,.680,0.4,0.4,1.000,5.7,11.5,17.2,3.3,0.9,2.9,4.2,8.8,7.9,,106,104
57,Joel Bolomboy\bolomjo01,PF,24,MIL,6,0,38,4.0,7.9,.500,0.0,1.3,.000,4.0,6.6,.600,4.0,7.9,.500,7.9,5.3,13.2,0.0,2.6,0.0,2.6,4.0,11.9,,109,110
58,Devin Booker\bookede01,SG,21,PHO,54,54,1865,11.7,27.0,.432,3.8,9.8,.383,7.9,17.2,.460,7.4,8.4,.878,0.7,5.6,6.3,6.5,1.2,0.4,5.0,4.3,34.5,,106,115
59,Trevor Booker\booketr01,PF,30,TOT,56,5,975,7.3,14.2,.514,0.3,1.2,.280,6.9,12.9,.537,2.8,4.1,.687,4.7,8.4,13.2,3.4,1.2,0.9,2.7,5.1,17.8,,111,108
59,Trevor Booker\booketr01,PF,30,BRK,18,5,395,9.5,18.5,.513,0.4,1.5,.250,9.1,17.0,.536,3.0,5.3,.558,4.7,10.0,14.6,4.7,1.0,0.6,3.7,5.3,22.3,,105,110
59,Trevor Booker\booketr01,PF,30,PHI,33,0,494,6.0,10.7,.560,0.2,0.7,.286,5.8,10.0,.578,3.1,3.8,.821,4.6,7.4,12.0,2.7,1.6,1.1,2.0,5.0,15.3,,125,106
59,Trevor Booker\booketr01,PF,30,IND,5,0,86,4.6,14.5,.320,1.2,3.5,.333,3.5,11.0,.316,0.6,0.6,1.000,5.8,7.5,13.3,2.3,0.0,1.7,2.9,4.6,11.0,,87,111
60,Chris Boucher\bouchch01,PF,25,GSW,1,0,1,0.0,48.0,.000,0.0,48.0,.000,0.0,0.0,,0.0,0.0,,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,88
61,Avery Bradley\bradlav01,SG,27,TOT,46,46,1433,9.0,21.7,.414,2.6,7.0,.369,6.4,14.6,.436,2.2,2.8,.768,0.8,3.3,4.0,3.3,1.8,0.3,3.5,3.2,22.8,,93,111
61,Avery Bradley\bradlav01,SG,27,DET,40,40,1268,9.2,22.4,.409,2.9,7.6,.381,6.3,14.8,.423,2.4,3.1,.763,0.7,3.0,3.7,3.3,1.8,0.3,3.7,3.1,23.6,,92,111
61,Avery Bradley\bradlav01,SG,27,LAC,6,6,165,7.7,16.2,.473,0.3,2.6,.111,7.4,13.5,.543,0.6,0.6,1.000,0.9,5.6,6.5,3.2,1.5,0.3,2.4,3.5,16.2,,95,111
62,Tony Bradley\bradlto01,C,20,UTA,9,0,29,5.2,19.1,.273,0.0,1.7,.000,5.2,17.3,.300,3.5,3.5,1.000,6.9,12.1,19.1,1.7,0.0,0.0,0.0,1.7,13.9,,95,107
63,Corey Brewer\breweco01,SF,31,TOT,61,7,882,5.7,12.4,.461,1.0,3.6,.269,4.7,8.8,.540,2.9,3.9,.750,1.4,4.6,6.0,2.8,3.1,0.7,2.3,5.7,15.4,,105,106
63,Corey Brewer\breweco01,SF,31,LAL,54,2,694,5.3,11.8,.453,0.5,2.9,.186,4.8,8.8,.543,2.3,3.5,.667,1.6,4.8,6.4,2.8,2.8,0.5,2.6,5.7,13.6,,97,107
63,Corey Brewer\breweco01,SF,31,OKC,7,5,188,7.2,14.8,.482,2.6,6.4,.417,4.5,8.5,.531,5.3,5.6,.952,0.8,4.0,4.8,2.6,4.0,1.3,1.1,5.6,22.2,,134,104
64,Malcolm Brogdon\brogdma01,PG,25,MIL,46,20,1404,8.5,17.5,.487,2.1,5.6,.378,6.4,11.9,.538,2.7,3.0,.882,0.8,4.6,5.4,5.3,1.5,0.5,2.3,4.6,21.8,,113,112
65,Aaron Brooks\brookaa01,PG,33,MIN,29,1,160,6.9,16.0,.431,2.2,6.6,.333,4.7,9.4,.500,1.3,1.9,.667,1.6,2.5,4.1,5.6,1.9,0.0,2.8,5.9,17.2,,103,114
66,Dillon Brooks\brookdi01,SF,22,MEM,68,60,1949,6.8,15.3,.441,1.9,5.2,.368,4.8,10.1,.479,2.1,2.8,.750,1.0,4.4,5.4,2.6,1.5,0.4,2.5,5.4,17.6,,99,112
67,Bobby Brown\brownbo02,PG,33,HOU,20,0,115,8.1,24.7,.328,4.7,17.1,.275,3.4,7.7,.444,0.4,0.9,.500,0.0,3.0,3.0,4.7,1.7,0.0,3.8,2.6,21.3,,83,110
68,Jaylen Brown\brownja02,SF,21,BOS,61,61,1887,8.4,18.3,.460,2.7,7.2,.373,5.8,11.2,.517,3.3,5.2,.631,1.6,6.8,8.4,2.6,1.5,0.6,2.6,4.3,22.8,,105,104
69,Lorenzo Brown\brownlo01,PG,27,TOR,12,0,95,3.6,10.9,.333,0.0,3.6,.000,3.6,7.3,.500,0.0,0.0,,0.0,5.2,5.2,6.2,1.6,0.0,0.5,2.6,7.3,,92,108
70,Markel Brown\brownma02,SG,26,HOU,4,0,31,3.2,11.1,.286,1.6,7.9,.200,1.6,3.2,.500,0.0,0.0,,1.6,6.3,7.9,3.2,0.0,0.0,3.2,9.5,7.9,,75,112
71,Sterling Brown\brownst02,SG,22,MIL,43,3,659,5.6,13.4,.420,2.2,5.9,.377,3.4,7.5,.455,1.4,1.7,.864,1.7,7.8,9.5,1.5,2.3,0.8,1.7,4.7,14.9,,103,108
72,Nicolas Brussino\brussni01,SF,24,ATL,4,0,10,0.0,9.8,.000,0.0,9.8,.000,0.0,0.0,,0.0,0.0,,0.0,14.7,14.7,0.0,0.0,0.0,0.0,0.0,0.0,,0,111
73,Thomas Bryant\bryanth01,C,20,LAL,10,0,33,4.3,13.0,.333,1.4,7.2,.200,2.9,5.8,.500,5.8,8.7,.667,1.4,7.2,8.7,2.9,0.0,0.0,1.4,2.9,15.9,,103,113
74,Reggie Bullock\bullore01,SF,26,DET,52,42,1422,7.5,15.4,.491,3.5,8.1,.435,4.0,7.3,.553,1.2,1.5,.773,0.7,3.6,4.4,2.7,1.3,0.4,1.3,2.1,19.8,,119,111
75,Trey Burke\burketr01,PG,25,NYK,23,0,385,13.2,25.5,.515,2.3,5.9,.391,10.8,19.6,.553,2.2,3.7,.586,0.6,3.7,4.4,10.3,1.4,0.5,2.5,2.2,30.8,,118,114
76,Alec Burks\burksal01,SG,26,UTA,59,1,1008,8.1,19.8,.411,2.1,6.6,.323,6.0,13.2,.455,5.2,6.1,.861,0.9,8.2,9.1,3.1,1.8,0.4,2.8,3.5,23.6,,102,105
77,Jimmy Butler\butleji01,SG,28,MIN,56,56,2077,10.1,21.3,.473,1.7,4.7,.356,8.4,16.6,.506,8.2,9.5,.865,1.8,5.5,7.4,6.7,2.6,0.6,2.5,1.8,30.0,,122,110
78,Dwight Buycks\buyckdw01,PG,28,DET,25,0,388,10.2,23.9,.425,1.9,5.7,.341,8.2,18.3,.451,4.6,5.3,.878,1.4,3.5,4.9,7.3,2.3,0.3,4.5,4.6,26.9,,100,109
79,Bruno Caboclo\cabocbr01,SF,22,TOT,6,0,53,3.8,16.1,.235,0.0,8.5,.000,3.8,7.6,.500,2.8,3.8,.750,4.7,5.7,10.4,3.8,2.8,0.9,0.9,6.6,10.4,,83,109
79,Bruno Caboclo\cabocbr01,SF,22,TOR,2,0,7,0.0,14.1,.000,0.0,14.1,.000,0.0,0.0,,0.0,0.0,,0.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,0.0,,33,95
79,Bruno Caboclo\cabocbr01,SF,22,SAC,4,0,46,4.4,16.5,.267,0.0,7.7,.000,4.4,8.8,.500,3.3,4.4,.750,5.5,5.5,11.0,3.3,2.2,1.1,1.1,6.6,12.1,,88,111
80,Jose Calderon\caldejo01,PG,36,CLE,45,25,669,4.5,8.8,.504,2.1,4.8,.439,2.3,4.0,.582,1.4,1.8,.760,0.6,3.7,4.3,6.4,1.7,0.0,2.2,4.9,12.4,,121,114
81,Kentavious Caldwell-Pope\caldwke01,SG,24,LAL,61,61,2045,6.6,15.4,.430,3.0,7.9,.385,3.6,7.5,.477,2.9,3.8,.759,1.2,6.5,7.7,3.1,2.3,0.3,1.8,2.8,19.2,,111,108
82,Isaiah Canaan\canaais01,PG-SG,26,TOT,20,1,422,5.9,15.5,.380,2.5,7.5,.333,3.4,8.0,.423,5.2,5.8,.902,0.7,4.4,5.1,8.6,1.8,0.1,3.3,4.1,19.5,,110,115
82,Isaiah Canaan\canaais01,SG,26,HOU,1,0,4,0.0,12.3,.000,0.0,0.0,,0.0,12.3,.000,0.0,0.0,,0.0,12.3,12.3,0.0,0.0,0.0,0.0,0.0,0.0,,0,110
82,Isaiah Canaan\canaais01,PG,26,PHO,19,1,418,5.9,15.6,.382,2.5,7.6,.333,3.4,8.0,.429,5.3,5.8,.902,0.7,4.3,5.0,8.7,1.8,0.1,3.3,4.1,19.7,,110,115
83,Clint Capela\capelca01,C,23,HOU,62,62,1696,10.8,16.6,.652,0.0,0.0,.000,10.8,16.6,.653,3.8,6.6,.572,5.9,13.7,19.6,1.6,1.4,3.2,2.6,4.7,25.5,,126,101
84,DeMarre Carroll\carrode01,SF,31,BRK,64,64,1908,7.3,17.8,.412,3.2,8.6,.369,4.1,9.1,.453,4.3,5.5,.780,2.5,8.4,10.9,3.3,1.4,0.7,2.3,3.6,22.1,,110,110
85,Vince Carter\cartevi01,SF,41,SAC,47,4,832,5.6,14.1,.401,2.9,8.1,.351,2.8,5.9,.469,1.3,1.9,.710,0.8,6.3,7.0,3.5,2.4,1.4,1.6,4.7,15.5,,104,110
86,Michael Carter-Williams\cartemi01,PG,26,CHO,52,2,835,4.4,13.4,.332,0.8,3.4,.237,3.6,9.9,.365,4.3,5.2,.820,2.2,5.9,8.1,6.8,2.6,1.3,3.0,5.8,14.0,,97,106
87,Alex Caruso\carusal01,PG,23,LAL,28,0,366,3.9,8.7,.448,0.7,2.9,.227,3.3,5.9,.556,1.4,2.1,.688,1.0,3.8,4.8,6.2,2.1,1.0,3.3,4.3,9.9,,98,109
88,Omri Casspi\casspom01,SF,29,GSW,53,7,740,7.8,13.4,.580,0.6,1.4,.455,7.1,12.0,.595,3.2,4.5,.725,1.9,11.0,13.0,3.3,1.2,1.2,2.4,4.5,19.5,,117,106
89,Willie Cauley-Stein\caulewi01,C,24,SAC,61,46,1698,9.4,19.0,.493,0.1,0.4,.250,9.3,18.6,.498,3.8,6.1,.620,3.4,9.2,12.6,4.0,2.0,1.7,2.7,4.4,22.6,,105,109
90,Tyler Cavanaugh\cavanty01,PF,23,ATL,32,1,442,6.5,13.7,.476,3.1,8.2,.378,3.4,5.5,.620,1.9,2.3,.810,4.2,8.0,12.2,2.9,1.0,0.4,1.2,6.2,18.1,,127,112
91,Mario Chalmers\chalmma01,PG,31,MEM,56,9,1262,5.9,15.9,.371,1.9,6.7,.277,4.0,9.2,.439,4.1,4.9,.851,0.4,5.0,5.5,7.0,2.8,0.4,3.9,6.4,17.7,,96,109
92,Tyson Chandler\chandty01,C,35,PHO,46,46,1151,5.0,7.8,.647,0.0,0.0,,5.0,7.8,.647,2.4,3.9,.617,5.6,11.8,17.4,2.2,0.7,1.1,2.5,4.4,12.5,,122,112
93,Wilson Chandler\chandwi01,SF,30,DEN,62,59,1930,6.0,13.6,.442,1.8,5.1,.343,4.2,8.4,.502,2.0,2.6,.784,2.2,6.1,8.4,3.5,0.9,0.8,2.1,3.3,15.8,,109,113
94,Marquese Chriss\chrisma01,PF,20,PHO,62,41,1259,5.7,14.2,.403,1.9,6.1,.311,3.8,8.1,.472,2.5,4.4,.573,2.2,9.6,11.8,2.6,1.6,2.2,3.2,6.7,15.9,,93,110
95,Ian Clark\clarkia01,SG,26,NOP,62,1,1157,6.9,15.7,.438,2.0,6.6,.298,4.9,9.1,.541,1.5,2.1,.725,0.4,3.9,4.3,3.5,0.9,0.4,1.9,4.0,17.3,,100,113
96,Jordan Clarkson\clarkjo01,SG,25,TOT,67,2,1566,11.3,24.8,.454,2.9,8.3,.344,8.4,16.5,.510,3.8,4.9,.783,1.5,4.5,6.0,6.2,1.5,0.1,3.5,2.6,29.3,,106,111
96,Jordan Clarkson\clarkjo01,SG,25,LAL,53,2,1256,11.3,25.3,.448,2.6,8.0,.324,8.8,17.3,.505,4.0,5.0,.795,1.7,4.4,6.0,6.6,1.5,0.1,3.6,2.4,29.2,,106,111
96,Jordan Clarkson\clarkjo01,SG,25,CLE,14,0,310,11.0,22.9,.483,4.1,9.9,.413,6.9,12.9,.537,3.3,4.6,.724,0.8,5.1,5.8,4.9,1.4,0.2,3.2,3.3,29.5,,110,114
97,Gian Clavell\clavegi01,SG,24,DAL,7,0,64,4.7,14.1,.333,4.7,11.8,.400,0.0,2.4,.000,1.6,1.6,1.000,0.8,4.7,5.5,2.4,1.6,0.0,1.6,6.3,15.7,,102,111
98,Antonius Cleveland\clevean01,SG,23,DAL,13,0,81,2.5,8.7,.286,0.0,0.6,.000,2.5,8.1,.308,1.2,2.5,.500,1.2,5.0,6.2,1.2,3.7,2.5,1.2,6.8,6.2,,70,103
99,John Collins\collijo01,PF,20,ATL,63,15,1460,8.9,15.4,.581,0.3,0.9,.333,8.6,14.5,.596,4.0,5.3,.747,5.4,9.5,14.9,2.3,1.3,2.3,2.9,6.4,22.1,,119,108
