Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
19,Trevor Ariza\arizatr01,SF,33,TOT,30,30,1040,4.9,13.1,.376,2.7,7.9,.341,2.2,5.2,.429,2.0,2.3,.840,0.9,7.0,7.9,4.8,2.4,0.4,2.2,2.5,14.5,,102,112
19,Trevor Ariza\arizatr01,SF,33,PHO,26,26,884,4.7,12.5,.379,2.7,7.6,.360,2.0,4.8,.409,2.0,2.4,.837,0.9,7.1,8.0,4.8,2.1,0.4,2.1,2.4,14.2,,104,112
19,Trevor Ariza\arizatr01,SF,33,WAS,4,4,156,6.1,16.7,.364,2.4,9.4,.258,3.7,7.3,.500,1.8,2.1,.857,0.9,6.7,7.6,4.9,4.0,0.0,2.7,3.0,16.4,,93,111
20,D.J. Augustin\augusdj01,PG,31,ORL,32,32,879,6.1,13.6,.450,2.9,6.7,.429,3.3,6.9,.472,3.5,3.9,.886,0.8,3.2,4.0,8.6,0.7,0.0,2.5,2.5,18.6,,120,116
21,Deandre Ayton\aytonde01,C,20,PHO,34,33,1050,11.5,19.1,.599,0.0,0.1,.000,11.5,19.0,.602,3.1,4.0,.770,4.6,12.4,17.0,3.6,1.0,1.5,3.0,4.6,26.0,,118,110
22,Dwayne Bacon\bacondw01,SG,23,CHO,17,0,210,8.5,16.3,.521,2.3,4.4,.526,6.2,11.9,.519,2.3,2.8,.833,0.5,6.4,6.9,3.2,0.7,0.0,1.8,5.3,21.6,,116,114
23,Marvin Bagley\baglema01,PF,19,SAC,26,0,600,9.6,17.9,.536,0.7,2.0,.346,8.9,15.9,.560,5.5,8.0,.683,4.8,7.4,12.2,1.8,0.8,2.1,3.3,3.9,25.4,,113,112
24,Ron Baker\bakerro01,SG,25,TOT,13,0,137,1.4,6.3,.222,0.4,3.9,.091,1.1,2.5,.429,1.8,2.1,.833,0.4,3.2,3.5,4.9,2.1,0.4,1.4,6.3,4.9,,86,116
24,Ron Baker\bakerro01,SG,25,NYK,11,0,107,1.8,7.2,.250,0.5,4.1,.111,1.4,3.2,.429,2.3,2.7,.833,0.5,2.7,3.2,5.9,2.3,0.0,1.4,7.2,6.3,,95,116
24,Ron Baker\bakerro01,G,25,WAS,2,0,30,0.0,3.2,.000,0.0,3.2,.000,0.0,0.0,,0.0,0.0,,0.0,4.7,4.7,1.6,1.6,1.6,1.6,3.2,0.0,,20,115
25,Wade Baldwin\baldwwa01,PG,22,POR,10,0,57,5.1,17.9,.286,0.9,5.1,.167,4.3,12.8,.333,1.7,2.6,.667,0.9,6.0,6.8,6.8,0.0,1.7,7.7,3.4,12.8,,64,114
26,Lonzo Ball\balllo01,PG,21,LAL,33,31,959,5.8,14.5,.397,2.2,7.3,.309,3.5,7.2,.486,0.7,1.3,.519,1.8,6.6,8.3,7.7,2.5,0.6,3.4,3.8,14.4,,99,107
27,Mohamed Bamba\bambamo01,C,20,ORL,31,1,526,7.7,16.4,.471,1.7,5.3,.321,6.0,11.1,.542,2.1,3.8,.550,4.0,9.6,13.6,3.3,0.9,4.0,2.2,6.3,19.2,,107,106
28,J.J. Barea\bareajo01,PG,34,DAL,29,0,574,11.0,25.2,.435,2.3,7.6,.297,8.7,17.6,.495,3.9,5.3,.730,0.8,5.0,5.9,13.6,1.4,0.1,4.3,2.9,28.1,,109,112
29,Harrison Barnes\barneha02,SF,26,DAL,28,28,897,9.5,22.4,.426,3.9,9.4,.415,5.6,13.0,.434,4.7,5.8,.798,1.2,5.0,6.2,1.7,1.1,0.5,2.3,2.6,27.7,,108,112
30,Will Barton\bartowi01,SG,28,DEN,2,2,54,11.0,19.3,.571,4.6,8.3,.556,6.4,11.0,.583,3.7,3.7,1.000,0.0,9.2,9.2,5.5,0.9,1.8,2.8,4.6,30.3,,132,107
31,Keita Bates-Diop\bateske01,SF,23,MIN,2,0,18,5.3,21.4,.250,0.0,10.7,.000,5.3,10.7,.500,0.0,0.0,,0.0,8.0,8.0,0.0,0.0,2.7,0.0,2.7,10.7,,55,113
32,Nicolas Batum\batumni01,SF,30,CHO,32,32,967,5.4,12.1,.450,2.1,5.4,.389,3.3,6.7,.500,1.2,1.5,.800,1.5,6.6,8.1,5.4,1.2,0.7,2.6,2.7,14.2,,108,112
33,Jerryd Bayless\bayleje01,PG,30,MIN,2,0,28,8.6,24.1,.357,5.2,10.3,.500,3.4,13.7,.250,1.7,1.7,1.000,1.7,1.7,3.4,10.3,1.7,0.0,5.2,6.9,24.1,,98,117
34,Aron Baynes\baynear01,C,32,BOS,25,9,356,6.4,14.2,.452,1.6,5.0,.324,4.8,9.1,.522,4.2,4.9,.861,5.3,9.1,14.4,4.1,0.5,1.5,2.5,7.4,18.7,,120,106
35,Kent Bazemore\bazemke01,SG,29,ATL,32,27,875,7.9,18.2,.437,2.5,7.6,.322,5.5,10.6,.520,4.1,5.3,.782,0.9,5.8,6.7,4.3,2.9,1.6,3.5,4.2,22.5,,102,110
36,Bradley Beal\bealbr01,SG,25,WAS,34,34,1235,11.4,24.0,.475,3.1,8.9,.345,8.3,15.1,.552,4.8,6.2,.783,1.3,5.1,6.3,6.3,1.3,1.2,3.3,4.0,30.7,,111,116
37,Malik Beasley\beaslma01,SG,22,DEN,31,0,609,8.1,17.7,.454,3.4,8.9,.382,4.6,8.8,.528,0.9,1.1,.846,1.1,5.0,6.1,2.5,1.5,0.2,1.4,3.7,20.4,,112,110
38,Michael Beasley\beaslmi01,PF,30,LAL,10,0,71,12.5,24.4,.514,0.7,2.6,.250,11.9,21.7,.545,3.3,4.0,.833,2.0,7.2,9.2,2.0,1.3,0.0,4.6,9.9,29.0,,97,110
39,Marco Belinelli\belinma01,SG,32,SAS,33,0,724,7.8,19.7,.397,4.0,10.9,.369,3.8,8.8,.431,2.6,3.1,.867,0.5,4.2,4.8,4.1,1.2,0.3,1.6,3.4,22.3,,108,114
40,Jordan Bell\belljo01,C,24,GSW,32,1,389,4.3,8.7,.493,0.0,0.1,.000,4.3,8.6,.500,1.6,2.5,.650,3.2,7.8,11.0,4.8,1.7,3.3,2.1,5.8,10.2,,113,107
41,DeAndre' Bembry\bembrde01,SG,24,ATL,32,2,723,6.3,15.1,.414,1.6,4.9,.325,4.7,10.3,.457,2.3,3.8,.600,1.0,7.4,8.4,5.3,2.5,1.3,3.2,4.8,16.4,,95,110
42,Dragan Bender\bendedr01,PF,21,PHO,11,0,88,4.4,12.1,.364,1.1,7.2,.154,3.3,5.0,.667,2.8,2.8,1.000,2.8,5.5,8.3,2.8,0.0,0.0,3.3,4.4,12.7,,91,118
43,Davis Bertans\bertada01,PF,26,SAS,30,4,534,7.2,14.3,.503,5.2,10.4,.496,2.0,3.9,.524,2.0,2.2,.917,1.2,6.7,7.9,2.9,1.2,1.1,1.4,3.9,21.5,,133,112
44,Patrick Beverley\beverpa01,PG,30,LAC,33,16,809,4.3,11.8,.367,2.3,6.7,.342,2.0,5.0,.400,2.5,3.1,.792,1.5,5.8,7.3,6.9,1.3,0.6,2.1,6.9,13.4,,111,114
45,Khem Birch\birchkh01,C,26,ORL,11,0,89,5.6,10.6,.526,0.0,0.0,,5.6,10.6,.526,2.2,2.2,1.000,3.3,7.8,11.1,1.1,2.2,1.1,1.7,6.1,13.3,,113,108
46,Bismack Biyombo\biyombi01,C,26,CHO,10,0,77,4.4,7.5,.583,0.0,0.0,,4.4,7.5,.583,2.5,5.6,.444,3.1,8.1,11.3,1.3,0.6,5.6,2.5,10.6,11.3,,103,106
47,Nemanja Bjelica\bjeline01,PF,30,SAC,33,32,807,7.8,15.3,.511,3.0,6.7,.453,4.8,8.6,.556,1.9,2.5,.773,2.6,8.5,11.1,3.5,1.5,1.5,2.7,5.1,20.7,,117,110
48,Antonio Blakeney\blakean01,SG,22,CHI,27,0,441,10.0,24.1,.416,2.9,6.5,.441,7.2,17.6,.406,3.3,4.9,.682,0.6,5.1,5.6,1.7,0.9,0.6,2.4,2.2,26.2,,93,114
49,Eric Bledsoe\bledser01,PG,29,MIL,32,32,958,9.6,19.1,.501,2.5,7.4,.344,7.1,11.8,.600,3.4,4.6,.734,1.8,5.0,6.8,9.0,2.1,0.7,3.5,3.7,25.1,,118,106
50,Jaron Blossomgame\blossja01,SF,25,CLE,11,2,195,5.1,10.0,.513,1.8,4.9,.368,3.3,5.1,.650,1.0,1.3,.800,2.6,8.2,10.8,1.8,1.0,0.8,1.3,1.8,13.1,,123,116
51,Bogdan Bogdanovic\bogdabo01,SG,26,SAC,21,4,568,9.1,21.1,.431,3.5,9.8,.358,5.6,11.4,.493,4.1,5.0,.820,0.8,4.9,5.7,6.6,1.2,0.2,2.2,3.7,25.8,,113,115
52,Bojan Bogdanovic\bogdabo02,SF,29,IND,34,34,1079,8.9,17.4,.513,3.3,6.9,.480,5.6,10.5,.535,4.2,5.1,.821,0.7,5.2,5.9,2.4,1.3,0.0,2.7,2.6,25.4,,116,107
53,Jonah Bolden\boldejo01,PF,23,PHI,10,0,79,3.6,10.2,.353,0.6,6.0,.100,3.0,4.2,.714,1.8,3.6,.500,1.8,10.8,12.6,1.8,1.8,4.2,3.6,6.6,9.6,,75,102
54,Isaac Bonga\bongais01,PG,19,LAL,5,0,17,5.5,19.3,.286,0.0,2.8,.000,5.5,16.5,.333,5.5,8.3,.667,5.5,5.5,11.0,8.3,8.3,0.0,5.5,8.3,16.5,,84,96
55,Devin Booker\bookede01,SG,22,PHO,24,24,865,11.9,26.9,.444,3.1,10.1,.309,8.8,16.8,.525,6.4,7.5,.851,0.9,4.3,5.2,9.4,1.5,0.3,5.3,4.6,33.4,,105,115
56,Chris Boucher\bouchch01,PF,26,TOR,7,0,31,9.4,23.4,.400,3.1,12.5,.250,6.2,10.9,.571,9.4,12.5,.750,6.2,12.5,18.7,0.0,1.6,12.5,3.1,9.4,31.2,,110,91
57,Avery Bradley\bradlav01,SG,28,LAC,27,27,793,5.0,13.1,.382,1.4,4.9,.293,3.6,8.1,.437,0.7,0.8,.846,0.8,2.8,3.7,3.0,1.0,0.7,2.4,4.8,12.1,,88,116
58,Mikal Bridges\bridgmi01,SF,22,PHO,34,20,855,5.3,12.5,.421,2.3,6.8,.333,3.0,5.7,.525,1.8,2.2,.842,1.0,4.1,5.2,2.5,2.7,0.7,1.4,4.3,14.6,,107,112
59,Miles Bridges\bridgmi02,SF,20,CHO,31,0,633,6.7,14.2,.471,2.1,6.0,.354,4.6,8.2,.556,2.1,2.7,.750,1.4,7.8,9.3,2.4,1.5,1.8,1.6,3.3,17.6,,111,109
60,Isaiah Briscoe\briscis01,PG,22,ORL,12,0,80,5.6,15.5,.360,0.6,1.2,.500,4.9,14.2,.348,1.2,3.1,.400,0.0,3.7,3.7,5.6,0.0,0.0,2.5,4.9,13.0,,80,117
61,Ryan Broekhoff\broekry01,SG,28,DAL,15,0,74,5.2,14.3,.364,3.2,11.7,.278,1.9,2.6,.750,0.6,0.6,1.000,1.3,7.1,8.4,1.9,0.6,0.6,1.3,2.6,14.3,,101,112
62,Malcolm Brogdon\brogdma01,SG,26,MIL,29,29,861,9.2,18.2,.506,2.8,6.2,.447,6.4,12.0,.536,2.7,2.8,.980,1.6,5.8,7.4,5.3,0.9,0.3,2.7,2.6,23.9,,119,109
63,Dillon Brooks\brookdi01,SF,23,MEM,12,0,221,6.4,16.3,.394,1.6,4.8,.333,4.8,11.5,.420,3.2,4.1,.778,1.4,3.9,5.3,2.8,1.8,0.9,2.5,7.4,17.7,,94,109
64,MarShon Brooks\brookma01,SG,30,MEM,28,0,384,10.1,22.2,.452,2.0,7.1,.278,8.1,15.1,.535,3.0,4.4,.697,1.6,4.4,6.0,3.2,1.2,0.5,2.6,4.4,25.1,,99,111
65,Bruce Brown\brownbr01,SG,22,DET,24,7,421,4.8,11.2,.429,0.9,3.4,.267,3.9,7.8,.500,1.6,2.4,.667,1.6,5.2,6.8,2.9,1.4,1.6,1.6,6.8,12.1,,103,108
66,Jaylen Brown\brownja02,SG,22,BOS,27,20,725,8.0,19.5,.412,1.9,7.1,.274,6.1,12.4,.492,3.1,4.7,.648,2.0,5.4,7.4,2.7,1.5,1.0,2.7,4.7,21.1,,97,106
67,Lorenzo Brown\brownlo01,PG,28,TOR,22,0,197,5.4,16.0,.338,1.5,6.6,.222,3.9,9.3,.421,0.5,0.5,1.000,1.2,5.6,6.9,6.4,2.5,1.2,3.9,5.2,12.8,,83,106
68,Sterling Brown\brownst02,SG,23,MIL,23,0,325,6.6,14.0,.474,2.3,6.6,.348,4.3,7.4,.588,1.2,1.4,.800,1.9,7.8,9.7,3.2,0.9,0.4,1.6,4.2,16.7,,115,108
69,Troy Brown\browntr01,SF,19,WAS,15,0,101,5.6,17.4,.324,0.9,3.3,.286,4.7,14.1,.333,3.3,4.7,.700,1.4,8.5,9.9,6.1,2.8,0.0,1.9,3.8,15.5,,91,112
70,Jalen Brunson\brunsja01,PG,22,DAL,29,9,492,7.2,15.9,.454,1.4,5.0,.275,5.9,10.9,.536,2.2,3.5,.611,0.9,3.5,4.4,5.2,1.8,0.0,2.2,3.9,18.0,,105,112
71,Thomas Bryant\bryanth01,C,21,WAS,24,18,375,9.1,13.9,.655,0.8,2.8,.273,8.4,11.1,.750,3.5,4.2,.848,3.4,10.1,13.5,2.5,0.9,2.0,1.8,3.7,22.5,,136,113
72,Reggie Bullock\bullore01,SG,27,DET,23,23,691,6.6,15.3,.427,3.8,9.5,.397,2.8,5.9,.476,2.2,2.4,.886,0.6,3.1,3.6,3.7,1.0,0.1,1.7,2.7,19.0,,115,112
73,Trey Burke\burketr01,PG,26,NYK,23,5,471,10.0,24.6,.407,2.4,6.5,.359,7.7,18.1,.424,4.2,5.2,.804,1.3,3.8,5.1,7.1,1.6,0.2,2.5,2.1,26.6,,106,117
74,Alec Burks\burksal01,SG,27,TOT,31,6,660,7.4,19.7,.376,2.4,7.1,.337,5.0,12.6,.399,4.7,5.8,.808,0.8,6.8,7.6,4.3,1.3,0.8,2.5,3.0,21.9,,100,113
74,Alec Burks\burksal01,SG,27,UTA,17,0,269,8.4,20.4,.412,2.9,7.7,.372,5.6,12.7,.437,5.9,6.8,.868,0.4,4.5,4.8,3.6,1.1,0.7,2.7,3.9,25.6,,105,110
74,Alec Burks\burksal01,SG,27,CLE,14,6,391,6.7,19.1,.349,2.1,6.7,.308,4.6,12.4,.371,3.8,5.1,.750,1.2,8.5,9.6,4.7,1.4,0.9,2.4,2.3,19.2,,96,115
75,Deonte Burton\burtode02,SG,25,OKC,15,0,131,7.2,16.5,.435,1.4,4.7,.308,5.7,11.8,.485,1.8,2.1,.833,0.4,5.4,5.7,1.8,1.1,1.8,2.5,6.1,17.5,,95,105
76,Jimmy Butler\butleji01,SG,29,TOT,27,27,891,10.0,20.9,.477,2.0,5.2,.388,7.9,15.6,.507,6.3,7.5,.836,2.5,4.8,7.2,5.1,3.0,1.1,2.0,2.7,28.2,,121,108
76,Jimmy Butler\butleji01,SG,29,MIN,10,10,361,9.9,20.9,.471,2.3,6.0,.378,7.6,14.9,.509,6.4,8.1,.787,2.1,4.8,6.9,5.7,3.2,1.3,1.9,2.4,28.4,,121,110
76,Jimmy Butler\butleji01,SG,29,PHI,17,17,530,10.0,20.8,.481,1.9,4.7,.396,8.1,16.1,.506,6.2,7.1,.873,2.7,4.7,7.4,4.7,2.9,0.9,2.1,2.9,28.1,,120,108
77,Jose Calderon\caldejo01,PG,37,DET,25,0,330,3.7,10.8,.338,0.9,5.1,.171,2.8,5.7,.487,0.7,1.0,.714,1.0,3.7,4.7,9.2,1.8,0.3,2.5,5.3,8.9,,97,110
78,Kentavious Caldwell-Pope\caldwke01,SG,25,LAL,33,3,724,6.2,15.0,.414,3.1,8.8,.353,3.1,6.2,.500,3.7,4.1,.905,1.0,4.2,5.2,1.8,1.7,0.3,1.1,3.1,19.2,,116,111
79,Isaiah Canaan\canaais01,PG,27,PHO,19,15,503,4.9,12.4,.395,2.4,6.9,.347,2.5,5.5,.456,1.4,1.9,.750,0.5,4.2,4.7,6.0,1.2,0.0,2.8,4.4,13.7,,99,117
80,Clint Capela\capelca01,C,24,HOU,32,32,1078,11.1,17.4,.639,0.0,0.0,,11.1,17.4,.639,3.2,5.6,.575,7.1,11.0,18.1,2.2,0.9,3.0,2.5,4.3,25.5,,128,110
81,DeMarre Carroll\carrode01,SF,32,BRK,24,0,546,5.7,16.3,.352,2.8,9.1,.307,3.0,7.3,.407,4.7,5.8,.800,2.2,8.2,10.3,1.6,0.8,0.2,2.4,3.3,18.9,,101,113
82,Jevon Carter\carteje01,PG,23,MEM,4,0,63,5.6,15.3,.368,1.6,7.3,.222,4.0,8.1,.500,0.0,0.0,,0.0,4.0,4.0,2.4,2.4,0.8,3.2,8.1,12.9,,73,108
83,Vince Carter\cartevi01,SF,42,ATL,29,8,517,6.7,16.4,.411,3.7,10.4,.359,3.0,6.0,.500,1.5,1.9,.773,1.0,5.9,6.9,2.7,1.4,0.9,1.5,4.3,18.7,,107,114
84,Wendell Carter\cartewe01,C,19,CHI,34,34,838,7.9,16.8,.474,0.3,1.5,.192,7.7,15.3,.502,4.1,5.3,.772,3.6,9.6,13.2,3.7,1.0,2.8,3.0,7.1,20.3,,104,108
85,Michael Carter-Williams\cartemi01,PG,27,HOU,16,1,145,8.7,21.1,.410,2.4,6.6,.368,6.2,14.6,.429,4.2,9.0,.462,1.0,3.5,4.5,7.3,3.1,2.1,3.5,9.4,23.9,,100,110
86,Omri Casspi\casspom01,SF,30,MEM,24,0,296,8.4,14.9,.563,1.5,4.3,.360,6.9,10.6,.645,3.9,6.5,.605,1.4,11.2,12.5,3.6,1.5,0.9,2.2,3.6,22.3,,116,106
87,Willie Cauley-Stein\caulewi01,C,25,SAC,33,33,941,9.8,18.1,.541,0.0,0.0,1.000,9.7,18.0,.540,3.0,5.7,.526,3.8,10.2,13.9,4.0,2.1,0.8,2.1,5.0,22.6,,113,109
88,Tyson Chandler\chandty01,C,36,TOT,29,2,537,3.1,5.3,.583,0.0,0.0,,3.1,5.3,.583,2.6,4.1,.638,5.0,11.9,16.9,1.8,1.3,1.1,2.2,6.5,8.8,,120,107
88,Tyson Chandler\chandty01,C,36,PHO,7,0,89,4.4,6.5,.667,0.0,0.0,,4.4,6.5,.667,5.4,9.8,.556,3.8,17.4,21.2,3.3,1.1,0.5,3.8,11.4,14.2,,111,108
88,Tyson Chandler\chandty01,C,36,LAL,22,2,448,2.8,5.0,.563,0.0,0.0,,2.8,5.0,.563,2.1,3.0,.690,5.2,10.9,16.1,1.6,1.4,1.3,1.9,5.5,7.7,,123,106
89,Wilson Chandler\chandwi01,PF,31,PHI,21,17,536,4.6,10.2,.452,2.1,5.4,.393,2.5,4.8,.519,0.4,0.8,.556,2.6,6.5,9.1,3.6,0.6,0.9,2.1,5.1,11.8,,109,111
90,Marquese Chriss\chrisma01,PF,21,HOU,10,0,57,7.1,19.4,.364,0.9,8.8,.100,6.2,10.6,.583,1.8,2.6,.667,2.6,7.1,9.7,2.6,0.9,1.8,4.4,7.9,16.7,,80,113
91,Gary Clark\clarkga01,PF,24,HOU,24,0,384,3.4,11.1,.306,2.9,10.2,.282,0.5,0.9,.571,0.8,0.8,1.000,1.8,7.1,8.9,1.4,1.3,2.2,0.3,3.5,10.5,,108,112
92,Ian Clark\clarkia01,SG,27,NOP,25,0,353,4.9,13.9,.352,1.9,6.5,.286,3.0,7.4,.411,1.2,1.3,.900,0.5,4.5,5.0,4.2,0.8,0.3,2.5,4.8,12.8,,90,116
93,Jordan Clarkson\clarkjo01,SG,26,CLE,33,0,868,12.7,28.3,.449,3.2,9.8,.325,9.5,18.5,.514,3.6,4.3,.851,2.0,4.5,6.5,4.2,1.1,0.3,3.2,3.2,32.2,,107,119
94,John Collins\collijo01,PF,21,ATL,16,14,465,12.1,21.0,.577,0.8,3.5,.222,11.3,17.4,.650,4.1,5.9,.700,5.3,10.3,15.6,3.9,0.1,0.9,3.9,4.6,29.1,,115,114
95,Zach Collins\colliza01,C,21,POR,33,0,637,6.9,13.9,.497,1.4,4.4,.328,5.5,9.5,.576,3.5,4.0,.885,3.6,7.3,10.9,2.1,0.8,2.3,3.0,6.8,18.8,,114,111
96,Darren Collison\collida01,PG,31,IND,34,34,947,5.8,13.5,.429,1.5,4.3,.349,4.3,9.2,.466,2.5,3.3,.762,0.9,4.1,5.0,9.7,2.5,0.3,2.7,3.4,15.6,,110,105
97,Mike Conley\conlemi01,PG,31,MEM,32,32,1092,10.2,24.3,.421,3.5,9.5,.368,6.7,14.8,.456,6.6,7.8,.839,0.8,4.3,5.1,9.7,1.8,0.7,2.7,2.6,30.5,,114,109
98,Pat Connaughton\connapa01,SG,26,MIL,24,1,457,5.6,13.9,.407,2.5,8.6,.286,3.2,5.2,.608,1.4,2.1,.700,2.4,7.3,9.7,4.9,1.3,1.5,1.0,2.9,15.2,,117,105
99,Quinn Cook\cookqu01,PG,25,GSW,29,8,484,9.2,19.7,.467,3.7,8.4,.435,5.5,11.3,.491,1.3,1.5,.867,0.8,6.0,6.8,5.3,1.1,0.2,2.5,4.4,23.4,,111,113
100,Robert Covington\covinro01,SF,28,TOT,31,31,1047,6.1,14.0,.433,3.4,8.7,.387,2.7,5.3,.509,2.6,3.4,.770,0.9,6.9,7.8,1.6,3.1,1.8,1.9,4.9,18.1,,109,106
100,Robert Covington\covinro01,SF,28,PHI,13,13,440,5.4,12.6,.427,3.2,8.3,.390,2.2,4.3,.500,1.8,2.5,.739,0.8,6.5,7.2,1.5,2.6,2.5,2.4,4.8,15.8,,102,105
100,Robert Covington\covinro01,SF,28,MIN,18,18,607,6.6,15.1,.437,3.5,9.0,.386,3.1,6.0,.513,3.2,4.0,.784,1.0,7.3,8.2,1.7,3.5,1.3,1.5,4.9,19.8,,114,107
101,Allen Crabbe\crabbal01,SG,26,BRK,28,15,732,5.7,16.6,.343,4.4,11.3,.387,1.3,5.4,.250,2.0,2.5,.789,0.9,5.6,6.5,2.0,1.1,0.5,2.1,4.6,17.8,,98,114
102,Torrey Craig\craigto01,SF,28,DEN,26,20,505,5.0,12.4,.405,1.5,5.9,.250,3.5,6.5,.545,1.0,1.6,.625,3.4,5.4,8.8,1.9,1.1,1.2,2.0,5.9,12.5,,100,109
103,Jamal Crawford\crawfja01,SG,38,PHO,30,0,527,6.3,18.0,.352,2.2,7.8,.282,4.1,10.2,.405,3.9,4.6,.840,0.5,2.9,3.3,9.2,1.0,0.5,4.0,3.7,18.8,,95,117
104,Jae Crowder\crowdja01,SF,28,UTA,34,6,935,7.1,17.0,.419,3.7,10.7,.341,3.5,6.2,.554,3.5,4.7,.728,1.3,7.1,8.4,2.8,1.2,0.8,1.7,3.7,21.3,,111,108
105,Dante Cunningham\cunnida01,PF,31,SAS,32,21,663,3.9,8.1,.477,1.9,3.6,.510,2.0,4.4,.450,0.7,0.9,.833,2.7,7.9,10.7,2.7,1.5,0.9,1.2,4.2,10.3,,125,111
106,Seth Curry\curryse01,SG,28,POR,27,1,453,5.0,12.6,.398,3.3,6.9,.484,1.7,5.8,.296,0.5,0.5,1.000,0.9,3.1,4.0,2.5,0.6,0.2,2.0,4.0,13.9,,104,116
107,Stephen Curry\curryst01,PG,30,GSW,23,23,786,13.6,27.5,.494,7.2,15.5,.465,6.4,12.0,.533,6.6,7.0,.939,0.9,6.3,7.3,7.3,1.9,0.4,4.1,3.7,40.9,,124,111
108,Troy Daniels\danietr01,SG,27,PHO,15,0,225,7.3,17.2,.425,5.2,12.9,.400,2.2,4.3,.500,1.5,1.7,.875,0.9,3.4,4.3,1.7,2.2,0.2,2.6,5.0,21.3,,104,115
109,Anthony Davis\davisan02,C,25,NOP,30,30,1108,12.7,25.4,.500,1.2,3.7,.326,11.5,21.6,.530,8.8,10.9,.810,4.1,12.0,16.1,5.9,2.1,3.5,2.8,3.2,35.4,,122,105
110,Ed Davis\davised01,C,29,BRK,35,1,625,6.7,11.0,.614,0.0,0.2,.000,6.7,10.8,.623,2.5,4.6,.552,8.9,13.9,22.8,2.0,1.3,1.0,2.1,7.5,16.0,,129,108
111,Tyler Davis\davisty01,C,21,OKC,1,0,1,0.0,46.9,.000,0.0,0.0,,0.0,46.9,.000,0.0,0.0,,46.9,0.0,46.9,0.0,0.0,0.0,0.0,0.0,0.0,,64,113
112,Dewayne Dedmon\dedmode01,C,29,ATL,26,15,611,6.5,13.9,.470,1.6,4.8,.328,4.9,9.1,.545,2.5,3.1,.829,2.6,11.2,13.9,2.3,2.2,2.0,2.4,6.5,17.2,,107,107
113,Sam Dekker\dekkesa01,PF-SF,24,TOT,17,5,287,8.5,16.2,.526,1.0,3.6,.286,7.5,12.6,.595,1.5,2.0,.750,2.6,6.7,9.2,2.6,3.4,0.3,1.7,3.2,19.6,,113,112
113,Sam Dekker\dekkesa01,PF,24,CLE,9,5,169,6.5,14.2,.458,1.5,3.9,.385,5.0,10.4,.486,2.4,3.0,.800,2.7,7.1,9.8,2.7,3.3,0.0,1.5,3.9,16.9,,114,113
113,Sam Dekker\dekkesa01,SF,24,WAS,8,0,118,11.3,18.9,.596,0.4,3.2,.125,10.9,15.7,.692,0.4,0.8,.500,2.4,6.0,8.4,2.4,3.6,0.8,2.0,2.4,23.3,,113,111
114,Matthew Dellavedova\dellama01,PG,28,TOT,19,0,235,7.1,14.5,.486,3.5,7.9,.447,3.5,6.6,.531,2.5,2.7,.923,0.0,5.0,5.0,12.2,1.0,0.0,4.4,4.8,20.1,,120,115
114,Matthew Dellavedova\dellama01,PG,28,MIL,12,0,97,2.9,9.2,.316,1.9,5.3,.364,1.0,3.9,.250,1.9,1.9,1.000,0.0,4.8,4.8,14.0,1.0,0.0,5.3,4.4,9.7,,100,110
114,Matthew Dellavedova\dellama01,PG,28,CLE,7,0,138,10.2,18.5,.549,4.7,9.8,.481,5.5,8.7,.625,2.9,3.3,.889,0.0,5.1,5.1,10.9,1.1,0.0,3.6,5.1,28.0,,132,119
115,Luol Deng\denglu01,SF,33,MIN,4,0,32,7.5,19.5,.385,0.0,7.5,.000,7.5,12.0,.625,3.0,4.5,.667,9.0,9.0,18.0,1.5,4.5,1.5,3.0,4.5,18.0,,96,104
116,DeMar DeRozan\derozde01,SG,29,SAS,34,34,1187,12.5,26.0,.479,0.2,1.5,.162,12.2,24.5,.499,7.4,8.7,.844,1.0,6.9,7.9,8.8,1.2,0.7,3.4,3.0,32.5,,112,112
117,Marcus Derrickson\derrima01,SF,22,GSW,4,0,19,5.0,15.1,.333,2.5,7.6,.333,2.5,7.6,.333,0.0,0.0,,0.0,5.0,5.0,0.0,0.0,0.0,5.0,12.6,12.6,,60,116
118,Cheick Diallo\diallch01,PF,22,NOP,25,0,246,7.0,12.3,.569,0.0,0.2,.000,7.0,12.1,.578,3.0,3.8,.800,4.4,12.7,17.1,1.7,2.1,2.5,3.2,6.5,17.1,,111,106
119,Hamidou Diallo\diallha01,SG,20,OKC,26,2,329,8.1,16.5,.491,0.6,2.6,.222,7.6,14.0,.541,3.8,5.7,.675,3.8,5.4,9.3,1.4,2.1,1.1,2.1,6.8,20.7,,111,104
120,Gorgui Dieng\dienggo01,C,29,MIN,33,0,463,7.7,16.0,.481,0.6,2.5,.250,7.1,13.5,.523,3.9,4.6,.864,2.8,11.0,13.8,2.8,1.7,2.3,2.8,6.4,20.0,,108,108
121,Spencer Dinwiddie\dinwisp01,PG,25,BRK,35,3,1010,9.9,20.7,.475,3.3,9.1,.367,6.5,11.6,.561,6.8,8.7,.788,0.9,3.4,4.3,8.7,1.0,0.5,3.8,4.9,29.9,,120,115
