Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
20,Deandre Ayton\aytonde01,C,20,PHO,19,19,613,11.2,18.0,.624,0.0,0.2,.000,11.2,17.8,.630,2.8,3.8,.750,3.7,11.9,15.6,4.2,0.9,1.1,3.1,4.2,25.3,,119,112
21,Dwayne Bacon\bacondw01,SG,23,CHO,12,0,170,9.0,18.1,.500,2.5,5.1,.500,6.5,13.0,.500,2.8,3.4,.833,0.6,6.5,7.1,2.8,0.8,0.0,2.0,5.7,23.4,,113,113
22,Marvin Bagley\baglema01,PF,19,SAC,20,0,479,9.2,18.1,.508,0.7,2.1,.318,8.5,16.0,.533,5.3,8.2,.640,5.0,7.7,12.7,1.6,0.9,2.4,3.7,3.7,24.3,,106,111
23,Ron Baker\bakerro01,SG,25,NYK,9,0,92,1.1,6.3,.167,0.0,4.2,.000,1.1,2.1,.500,2.6,3.2,.833,0.5,2.6,3.2,4.7,2.1,0.0,1.6,7.9,4.7,,82,116
24,Wade Baldwin\baldwwa01,PG,22,POR,8,0,45,3.2,16.0,.200,1.1,4.3,.250,2.1,11.7,.182,0.0,0.0,,1.1,4.3,5.3,6.4,0.0,0.0,6.4,3.2,7.4,,53,116
25,Lonzo Ball\balllo01,PG,21,LAL,19,17,514,5.5,13.7,.404,2.4,6.9,.355,3.1,6.8,.453,0.7,1.3,.571,1.5,8.1,9.6,8.0,1.8,0.4,3.2,3.7,14.2,,103,109
26,Mohamed Bamba\bambamo01,C,20,ORL,21,0,357,8.2,15.9,.513,1.6,5.0,.324,6.5,10.9,.600,1.5,2.3,.647,3.7,9.4,13.0,3.3,0.8,3.7,1.8,6.1,19.4,,115,107
27,J.J. Barea\bareajo01,PG,34,DAL,17,0,338,10.4,24.3,.427,2.1,7.5,.283,8.3,16.8,.492,3.4,5.3,.649,1.0,4.7,5.7,14.1,1.4,0.1,3.8,4.0,26.3,,109,111
28,Harrison Barnes\barneha02,SF,26,DAL,14,14,442,8.7,21.0,.415,3.3,8.4,.390,5.4,12.6,.431,5.3,6.7,.790,0.9,6.2,7.1,2.0,1.3,0.3,2.3,3.5,26.0,,106,110
29,Will Barton\bartowi01,SG,28,DEN,2,2,54,11.0,19.2,.571,4.6,8.2,.556,6.4,11.0,.583,3.7,3.7,1.000,0.0,9.1,9.1,5.5,0.9,1.8,2.7,4.6,30.1,,132,105
30,Keita Bates-Diop\bateske01,SF,23,MIN,2,0,18,5.3,21.3,.250,0.0,10.7,.000,5.3,10.7,.500,0.0,0.0,,0.0,8.0,8.0,0.0,0.0,2.7,0.0,2.7,10.7,,56,113
31,Nicolas Batum\batumni01,SF,30,CHO,20,20,616,5.6,12.1,.465,2.2,5.8,.378,3.4,6.3,.543,1.1,1.3,.824,2.0,6.7,8.7,5.6,1.5,0.7,3.2,2.4,14.5,,108,110
32,Aron Baynes\baynear01,C,32,BOS,18,4,264,6.2,15.2,.410,2.0,6.0,.333,4.2,9.2,.460,4.8,5.5,.867,5.7,9.0,14.7,4.0,0.7,1.8,2.0,7.7,19.2,,119,104
33,Kent Bazemore\bazemke01,SG,29,ATL,20,19,525,8.7,18.0,.483,2.3,6.9,.329,6.4,11.1,.578,3.6,4.6,.774,1.1,5.9,7.0,3.4,2.7,1.6,3.2,4.5,23.2,,105,110
34,Bradley Beal\bealbr01,SG,25,WAS,20,20,709,10.6,22.7,.466,3.2,9.4,.338,7.4,13.2,.558,5.0,6.6,.758,0.8,5.1,5.8,5.4,1.3,1.6,2.9,4.5,29.3,,111,116
35,Malik Beasley\beaslma01,SG,22,DEN,20,0,346,7.7,17.1,.450,3.3,8.8,.371,4.4,8.3,.534,0.4,0.6,.750,0.6,5.8,6.4,2.4,1.0,0.3,1.7,4.0,19.1,,106,109
36,Michael Beasley\beaslmi01,PF,30,LAL,4,0,20,9.3,20.9,.444,0.0,2.3,.000,9.3,18.6,.500,4.7,7.0,.667,4.7,4.7,9.3,0.0,2.3,0.0,4.7,16.3,23.3,,90,110
37,Marco Belinelli\belinma01,SG,32,SAS,20,0,447,7.2,20.2,.359,3.2,10.1,.315,4.1,10.1,.402,3.5,4.2,.842,0.4,3.6,4.1,4.5,1.4,0.3,1.4,3.3,21.2,,102,113
38,Jordan Bell\belljo01,C,24,GSW,21,1,247,4.1,6.8,.600,0.0,0.2,.000,4.1,6.6,.618,2.3,3.3,.706,2.3,8.2,10.5,5.1,2.3,3.5,1.6,6.0,10.5,,131,105
39,DeAndre' Bembry\bembrde01,SG,24,ATL,20,2,464,6.1,15.2,.403,1.6,4.9,.320,4.5,10.2,.442,2.8,4.4,.622,1.3,8.1,9.4,4.9,2.4,1.5,2.9,4.3,16.5,,96,110
40,Dragan Bender\bendedr01,PF,21,PHO,6,0,26,3.7,14.8,.250,0.0,7.4,.000,3.7,7.4,.500,0.0,0.0,,3.7,7.4,11.1,3.7,0.0,0.0,5.6,5.6,7.4,,57,118
41,Davis Bertans\bertada01,PF,26,SAS,18,2,290,6.6,14.5,.453,4.6,10.6,.429,2.0,3.9,.522,2.2,2.4,.929,1.2,6.6,7.8,3.0,1.2,1.0,1.7,3.9,19.9,,122,111
42,Patrick Beverley\beverpa01,PG,30,LAC,19,16,488,4.4,12.3,.354,2.2,6.9,.324,2.1,5.4,.393,1.8,2.2,.826,1.6,6.0,7.6,7.8,1.3,0.5,2.0,6.9,12.8,,109,111
43,Khem Birch\birchkh01,C,26,ORL,7,0,40,6.1,9.7,.625,0.0,0.0,,6.1,9.7,.625,0.0,0.0,,3.6,9.7,13.3,1.2,4.9,0.0,2.4,4.9,12.1,,108,103
44,Bismack Biyombo\biyombi01,C,26,CHO,8,0,68,4.9,8.5,.583,0.0,0.0,,4.9,8.5,.583,2.1,4.9,.429,3.5,8.5,12.0,1.4,0.0,6.4,2.1,11.3,12.0,,108,105
45,Nemanja Bjelica\bjeline01,PF,30,SAC,20,20,491,7.9,14.8,.535,3.2,6.2,.507,4.8,8.6,.554,1.9,2.5,.741,2.1,8.4,10.4,3.9,2.1,1.2,2.7,5.2,20.9,,119,109
46,Antonio Blakeney\blakean01,SG,22,CHI,21,0,384,10.6,24.3,.436,3.2,7.1,.456,7.4,17.2,.428,2.6,4.1,.636,0.5,5.0,5.5,1.5,0.9,0.5,2.5,2.2,27.1,,94,114
47,Eric Bledsoe\bledser01,PG,29,MIL,20,20,589,9.1,18.1,.504,2.8,7.8,.354,6.4,10.3,.618,3.2,4.6,.695,1.7,5.3,6.9,9.5,2.0,0.9,3.5,3.8,24.3,,120,106
48,Bogdan Bogdanovic\bogdabo01,SG,26,SAC,9,1,224,9.4,21.7,.434,3.9,10.4,.373,5.5,11.2,.491,2.9,3.1,.933,0.6,4.5,5.1,5.1,1.0,0.0,2.0,3.7,25.5,,111,115
49,Bojan Bogdanovic\bogdabo02,SF,29,IND,20,20,617,8.9,16.1,.550,3.5,6.6,.530,5.4,9.5,.563,3.7,4.6,.807,0.5,5.4,5.8,2.3,1.4,0.0,2.8,2.7,24.9,,119,109
50,Jonah Bolden\boldejo01,PF,23,PHI,6,0,40,4.7,13.0,.364,1.2,8.2,.143,3.5,4.7,.750,1.2,2.4,.500,0.0,10.6,10.6,2.4,3.5,1.2,2.4,7.1,11.8,,79,103
51,Devin Booker\bookede01,SG,22,PHO,16,16,582,11.8,26.2,.448,3.4,10.5,.323,8.4,15.7,.532,6.0,7.0,.859,0.7,4.2,4.9,9.4,1.5,0.1,5.7,4.8,33.0,,104,116
52,Chris Boucher\bouchch01,PF,26,TOR,3,0,12,15.8,31.7,.500,4.0,15.8,.250,11.9,15.8,.750,15.8,23.8,.667,11.9,15.8,27.7,0.0,0.0,11.9,0.0,7.9,51.5,,136,92
53,Avery Bradley\bradlav01,SG,28,LAC,13,13,365,5.1,14.2,.358,0.9,4.5,.200,4.2,9.6,.432,0.6,0.9,.714,0.9,2.2,3.1,2.5,1.4,0.6,2.2,4.8,11.7,,81,113
54,Mikal Bridges\bridgmi01,SF,22,PHO,19,5,406,5.8,12.9,.450,2.5,6.9,.362,3.3,6.1,.549,2.4,2.7,.870,0.8,3.8,4.6,2.3,3.0,0.7,1.9,5.2,16.5,,108,113
55,Miles Bridges\bridgmi02,SF,20,CHO,19,0,387,6.6,13.0,.505,1.9,5.3,.349,4.7,7.7,.613,1.9,2.5,.750,1.4,8.1,9.4,2.1,1.4,1.7,1.2,3.7,16.9,,118,109
56,Isaiah Briscoe\briscis01,PG,22,ORL,8,0,57,6.0,13.6,.438,0.9,0.9,1.000,5.1,12.8,.400,0.9,2.6,.333,0.0,3.4,3.4,6.8,0.0,0.0,1.7,6.8,13.6,,98,117
57,Ryan Broekhoff\broekry01,SG,28,DAL,9,0,34,5.7,15.6,.364,4.2,14.2,.300,1.4,1.4,1.000,0.0,0.0,,0.0,7.1,7.1,0.0,0.0,0.0,0.0,2.8,15.6,,102,113
58,Malcolm Brogdon\brogdma01,SG,26,MIL,20,20,606,8.7,17.4,.502,2.4,5.5,.431,6.4,11.9,.535,2.6,2.7,.971,1.5,5.0,6.5,5.1,0.8,0.3,2.4,2.4,22.4,,119,110
59,Dillon Brooks\brookdi01,SF,23,MEM,11,0,208,6.5,16.0,.409,1.7,4.6,.368,4.8,11.4,.426,3.4,4.4,.778,1.5,4.1,5.6,2.4,1.9,1.0,2.2,7.3,18.2,,98,107
60,MarShon Brooks\brookma01,SG,30,MEM,17,0,235,9.9,23.0,.430,2.1,7.3,.294,7.7,15.7,.493,3.2,4.1,.789,1.9,4.9,6.9,4.1,1.1,0.6,3.2,4.1,25.1,,97,109
61,Bruce Brown\brownbr01,SG,22,DET,10,3,145,4.0,11.6,.343,0.3,3.7,.091,3.7,8.0,.458,3.0,4.3,.692,2.0,3.7,5.7,1.0,2.3,0.7,1.0,7.3,11.3,,94,108
62,Jaylen Brown\brownja02,SG,22,BOS,19,19,533,7.4,18.7,.398,1.7,6.8,.253,5.7,11.9,.481,2.5,4.1,.622,2.0,5.1,7.1,2.2,1.1,1.0,2.4,4.3,19.2,,93,107
63,Lorenzo Brown\brownlo01,PG,28,TOR,14,0,135,6.0,15.8,.378,1.8,7.7,.227,4.2,8.1,.522,0.7,0.7,1.000,0.7,5.6,6.3,5.3,2.1,1.4,4.6,4.9,14.4,,84,106
64,Sterling Brown\brownst02,SG,23,MIL,13,0,107,6.9,15.6,.444,1.7,7.8,.222,5.2,7.8,.667,2.2,3.0,.714,3.0,5.6,8.7,3.0,0.4,0.4,3.5,6.1,17.8,,100,110
65,Troy Brown\browntr01,SF,19,WAS,8,0,42,7.9,18.0,.438,2.2,4.5,.500,5.6,13.5,.417,4.5,4.5,1.000,2.2,9.0,11.2,3.4,2.2,0.0,1.1,3.4,22.4,,119,113
66,Jalen Brunson\brunsja01,PG,22,DAL,16,1,216,6.7,16.0,.417,1.6,5.6,.280,5.1,10.5,.489,1.6,2.2,.700,0.7,4.5,5.1,5.1,1.6,0.0,2.2,3.8,16.5,,100,111
67,Thomas Bryant\bryanth01,C,21,WAS,10,4,97,9.2,16.5,.559,0.5,4.4,.111,8.7,12.1,.720,3.9,4.9,.800,4.9,7.8,12.6,3.4,1.0,3.4,1.9,2.9,22.8,,125,113
68,Reggie Bullock\bullore01,SG,27,DET,14,14,414,5.9,15.1,.392,3.1,8.5,.370,2.8,6.6,.421,2.7,3.0,.885,0.8,2.7,3.5,4.1,1.2,0.2,1.4,2.6,17.7,,114,112
69,Trey Burke\burketr01,PG,26,NYK,18,5,402,11.2,25.3,.443,2.5,6.9,.368,8.7,18.4,.471,4.0,5.2,.767,1.6,3.5,5.1,7.6,1.4,0.2,2.9,2.5,28.9,,111,116
70,Alec Burks\burksal01,SG,27,UTA,17,0,269,8.4,20.5,.412,2.9,7.7,.372,5.6,12.8,.437,5.9,6.8,.868,0.4,4.5,4.9,3.6,1.1,0.7,2.7,4.0,25.7,,105,113
71,Deonte Burton\burtode02,SG,25,OKC,10,0,82,9.2,19.6,.471,1.7,5.2,.333,7.5,14.4,.520,1.2,1.7,.667,0.6,6.3,6.9,2.3,1.7,1.2,1.2,5.8,21.3,,109,105
72,Jimmy Butler\butleji01,SG,29,TOT,17,17,606,9.8,20.0,.488,2.2,5.1,.431,7.6,14.9,.508,6.2,7.6,.814,2.3,4.4,6.7,5.0,3.1,1.1,2.1,2.6,27.9,,122,109
72,Jimmy Butler\butleji01,SG,29,MIN,10,10,361,9.8,20.9,.471,2.3,6.0,.378,7.6,14.9,.509,6.4,8.1,.787,2.1,4.8,6.9,5.7,3.2,1.3,1.9,2.4,28.3,,121,110
72,Jimmy Butler\butleji01,SG,29,PHI,7,7,245,9.6,18.7,.515,2.1,3.8,.550,7.5,14.8,.506,6.0,6.9,.861,2.5,3.8,6.3,4.0,2.9,0.8,2.5,2.9,27.3,,122,109
73,Jose Calderon\caldejo01,PG,37,DET,13,0,125,2.7,10.4,.259,1.2,6.6,.176,1.5,3.9,.400,1.2,1.2,1.000,1.2,2.7,3.9,5.0,1.9,0.8,1.5,6.2,7.7,,89,110
74,Kentavious Caldwell-Pope\caldwke01,SG,25,LAL,19,3,394,5.4,14.5,.374,2.5,7.7,.323,3.0,6.8,.431,4.1,4.4,.946,1.1,4.1,5.2,1.3,2.0,0.5,1.5,3.1,17.5,,107,111
75,Isaiah Canaan\canaais01,PG,27,PHO,18,15,482,4.9,12.4,.395,2.4,6.8,.353,2.5,5.6,.446,1.5,2.0,.750,0.4,4.2,4.6,5.9,1.2,0.0,2.9,4.6,13.7,,98,117
76,Clint Capela\capelca01,C,24,HOU,19,19,658,11.0,16.9,.649,0.0,0.0,,11.0,16.9,.649,3.1,5.3,.594,7.1,10.3,17.4,2.4,0.7,3.1,2.5,4.0,25.1,,130,111
77,DeMarre Carroll\carrode01,SF,32,BRK,10,0,203,5.1,15.6,.323,2.6,8.2,.324,2.4,7.5,.323,7.2,8.2,.882,1.9,9.4,11.3,2.4,0.5,0.2,3.1,3.6,20.0,,103,114
78,Vince Carter\cartevi01,SF,42,ATL,19,8,340,6.3,15.7,.402,3.6,9.8,.370,2.7,5.9,.455,1.6,2.0,.800,0.8,5.5,6.3,2.3,1.6,0.8,1.5,4.6,17.9,,104,114
79,Wendell Carter\cartewe01,C,19,CHI,21,21,531,7.9,17.2,.463,0.5,2.0,.227,7.5,15.2,.494,4.6,5.6,.823,3.8,9.7,13.5,4.1,1.3,3.2,3.3,6.3,20.9,,105,107
80,Michael Carter-Williams\cartemi01,PG,27,HOU,11,1,110,6.8,18.3,.375,1.4,5.0,.273,5.5,13.2,.414,3.7,8.7,.421,0.9,4.1,5.0,7.3,3.7,1.8,4.1,10.0,18.7,,89,109
81,Omri Casspi\casspom01,SF,30,MEM,13,0,146,9.0,15.5,.578,1.7,4.1,.417,7.3,11.4,.636,4.5,8.3,.542,1.4,9.7,11.1,3.8,2.1,0.7,1.4,3.8,24.2,,122,104
82,Willie Cauley-Stein\caulewi01,C,25,SAC,20,20,567,10.3,19.4,.529,0.1,0.1,1.000,10.2,19.3,.527,2.7,5.5,.500,3.6,9.5,13.1,3.6,1.7,0.8,2.0,5.2,23.3,,110,109
83,Tyson Chandler\chandty01,C,36,TOT,16,0,272,3.1,5.5,.563,0.0,0.0,,3.1,5.5,.563,2.6,4.5,.577,5.2,11.6,16.8,1.7,1.0,0.9,3.3,7.6,8.8,,105,109
83,Tyson Chandler\chandty01,C,36,PHO,7,0,89,4.3,6.5,.667,0.0,0.0,,4.3,6.5,.667,5.4,9.7,.556,3.8,17.3,21.1,3.2,1.1,0.5,3.8,11.4,14.1,,112,109
83,Tyson Chandler\chandty01,C,36,LAL,9,0,183,2.5,5.1,.500,0.0,0.0,,2.5,5.1,.500,1.3,2.0,.625,5.8,8.9,14.7,1.0,1.0,1.0,3.1,5.8,6.4,,101,109
84,Wilson Chandler\chandwi01,PF,31,PHI,11,7,252,4.9,9.0,.542,1.5,4.1,.364,3.4,4.9,.692,0.4,0.7,.500,2.2,6.2,8.4,3.4,0.6,0.2,1.9,4.9,11.6,,117,113
85,Marquese Chriss\chrisma01,PF,21,HOU,6,0,29,8.7,26.0,.333,0.0,10.4,.000,8.7,15.6,.556,0.0,0.0,,3.5,5.2,8.7,1.7,0.0,3.5,5.2,12.1,17.3,,67,115
86,Gary Clark\clarkga01,PF,24,HOU,18,0,315,3.5,10.5,.333,2.9,9.7,.295,0.6,0.8,.800,1.0,1.0,1.000,1.9,6.9,8.8,1.3,1.0,2.6,0.2,3.7,10.8,,116,113
87,Ian Clark\clarkia01,SG,27,NOP,20,0,306,5.0,13.7,.363,1.8,5.7,.316,3.2,8.0,.396,1.4,1.5,.900,0.6,4.2,4.8,3.9,0.8,0.2,2.7,5.1,13.1,,91,117
88,Jordan Clarkson\clarkjo01,SG,26,CLE,19,0,461,12.6,27.5,.459,2.6,8.7,.296,10.0,18.8,.534,3.9,4.3,.900,2.4,4.1,6.5,4.2,1.2,0.4,3.6,3.9,31.7,,108,117
89,John Collins\collijo01,PF,21,ATL,5,3,120,11.8,18.7,.633,0.8,3.0,.250,11.0,15.6,.707,4.2,5.7,.733,3.4,7.6,11.0,5.7,0.0,0.8,4.6,6.5,28.5,,118,116
90,Zach Collins\colliza01,C,21,POR,20,0,399,7.3,14.0,.521,1.7,4.6,.368,5.6,9.5,.595,4.0,4.6,.868,3.0,7.4,10.4,2.5,0.8,2.6,3.7,7.6,20.3,,113,108
91,Darren Collison\collida01,PG,31,IND,20,20,540,6.5,14.6,.444,1.2,3.7,.317,5.3,10.9,.487,2.0,2.9,.688,0.8,3.1,3.9,8.2,2.7,0.3,2.4,3.0,16.2,,107,107
92,Mike Conley\conlemi01,PG,31,MEM,19,19,637,10.1,24.3,.417,3.4,9.8,.347,6.7,14.5,.464,6.9,8.4,.821,0.7,4.2,4.9,9.9,1.6,0.3,2.9,3.3,30.6,,112,109
93,Pat Connaughton\connapa01,SG,26,MIL,17,0,305,7.0,15.2,.460,3.0,9.0,.339,4.0,6.2,.634,1.8,2.7,.667,3.2,8.2,11.4,4.3,1.1,1.7,1.2,3.3,18.9,,124,105
94,Quinn Cook\cookqu01,PG,25,GSW,19,7,393,9.3,19.7,.472,4.2,9.1,.459,5.1,10.6,.483,1.2,1.5,.833,0.7,6.2,7.0,5.8,1.0,0.2,2.6,4.0,24.0,,113,113
95,Robert Covington\covinro01,SF,28,TOT,20,20,691,5.6,13.5,.418,3.4,8.8,.391,2.2,4.7,.471,1.8,2.4,.743,0.7,6.5,7.1,1.5,3.1,2.1,1.8,4.7,16.5,,105,106
95,Robert Covington\covinro01,SF,28,PHI,13,13,440,5.4,12.5,.427,3.2,8.2,.390,2.1,4.3,.500,1.8,2.5,.739,0.7,6.4,7.2,1.5,2.6,2.5,2.4,4.8,15.7,,101,106
95,Robert Covington\covinro01,SF,28,MIN,7,7,251,6.1,15.1,.405,3.8,9.8,.392,2.3,5.4,.429,1.7,2.3,.750,0.6,6.5,7.1,1.5,4.0,1.3,0.8,4.6,17.8,,112,107
96,Allen Crabbe\crabbal01,SG,26,BRK,20,7,493,5.1,16.8,.306,3.6,11.0,.324,1.6,5.8,.271,1.8,2.2,.818,0.8,5.4,6.2,1.9,0.9,0.7,2.3,4.7,15.6,,88,115
97,Torrey Craig\craigto01,SF,28,DEN,15,11,246,4.8,12.2,.393,1.0,5.8,.172,3.8,6.4,.594,0.8,1.4,.571,4.4,5.8,10.2,1.4,1.4,1.4,2.2,5.8,11.4,,95,107
98,Jamal Crawford\crawfja01,SG,38,PHO,17,0,237,7.1,17.5,.407,3.3,8.7,.372,3.9,8.7,.442,3.5,4.3,.810,0.2,3.3,3.5,6.9,1.2,0.2,3.7,3.5,20.9,,102,117
99,Jae Crowder\crowdja01,SF,28,UTA,21,2,605,6.9,17.7,.389,3.1,10.8,.289,3.8,6.9,.547,3.8,5.5,.696,1.1,7.4,8.5,2.8,1.3,0.8,1.0,4.0,20.7,,108,111
100,Dante Cunningham\cunnida01,PF,31,SAS,20,17,454,3.9,8.2,.474,1.7,3.6,.485,2.2,4.6,.465,1.0,1.1,.900,3.0,7.1,10.1,2.6,1.4,0.9,1.1,4.9,10.5,,126,111
101,Seth Curry\curryse01,SG,28,POR,16,0,273,4.7,12.6,.375,3.0,6.5,.459,1.8,6.1,.286,0.5,0.5,1.000,0.7,3.3,4.0,2.1,0.4,0.2,1.6,3.5,13.0,,101,115
102,Stephen Curry\curryst01,PG,30,GSW,12,12,399,14.7,28.6,.515,7.5,15.2,.492,7.2,13.4,.541,5.8,6.3,.923,0.7,6.5,7.2,8.8,1.4,0.5,4.3,3.4,42.7,,125,112
103,Troy Daniels\danietr01,SG,27,PHO,5,0,40,6.0,18.1,.333,3.6,13.3,.273,2.4,4.8,.500,1.2,1.2,1.000,1.2,3.6,4.8,4.8,4.8,0.0,3.6,7.2,16.9,,87,109
104,Anthony Davis\davisan02,C,25,NOP,17,17,637,11.5,23.7,.486,0.9,2.6,.333,10.7,21.1,.505,9.4,11.8,.796,4.6,11.2,15.8,6.0,2.0,3.3,3.0,3.3,33.3,,121,107
105,Ed Davis\davised01,C,29,BRK,21,1,357,7.4,11.6,.635,0.0,0.0,,7.4,11.6,.635,2.7,4.6,.588,9.3,13.5,22.8,2.3,1.2,1.0,2.1,9.4,17.5,,134,108
106,Dewayne Dedmon\dedmode01,C,29,ATL,14,3,301,6.7,14.9,.449,1.2,4.7,.258,5.5,10.2,.537,2.6,2.9,.895,2.1,11.8,14.0,1.4,1.1,3.0,2.0,6.7,17.1,,102,108
107,Sam Dekker\dekkesa01,PF,24,CLE,9,5,169,6.5,14.1,.458,1.5,3.8,.385,5.0,10.3,.486,2.4,2.9,.800,2.6,7.1,9.7,2.6,3.2,0.0,1.5,3.8,16.8,,116,112
108,Matthew Dellavedova\dellama01,PG,28,MIL,11,0,77,3.6,10.2,.353,2.4,6.0,.400,1.2,4.2,.286,1.2,1.2,1.000,0.0,5.4,5.4,13.9,1.2,0.0,4.8,3.0,10.8,,105,109
109,Luol Deng\denglu01,SF,33,MIN,2,0,19,5.1,22.8,.222,0.0,10.1,.000,5.1,12.6,.400,2.5,5.1,.500,12.6,12.6,25.3,0.0,0.0,2.5,2.5,0.0,12.6,,76,110
110,DeMar DeRozan\derozde01,SG,29,SAS,20,20,732,12.7,26.2,.486,0.4,2.1,.188,12.3,24.0,.513,7.2,8.4,.857,1.1,6.9,8.0,8.4,1.3,0.3,3.3,3.3,33.1,,113,112
111,Marcus Derrickson\derrima01,SF,22,GSW,2,0,8,6.0,12.0,.500,0.0,0.0,,6.0,12.0,.500,0.0,0.0,,0.0,6.0,6.0,0.0,0.0,0.0,6.0,18.0,12.0,,61,115
112,Cheick Diallo\diallch01,PF,22,NOP,15,0,146,7.6,14.2,.533,0.0,0.0,,7.6,14.2,.533,4.4,5.7,.778,5.1,12.7,17.7,1.9,1.3,3.5,1.9,5.4,19.6,,122,107
