Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
41,Patrick Beverley\beverpa01,PG,30,LAC,12,12,320,4.4,12.4,.357,2.2,7.1,.313,2.2,5.3,.417,1.6,2.2,.733,1.6,6.5,8.1,7.4,1.2,0.6,2.1,6.9,12.7,,107,110
42,Khem Birch\birchkh01,C,26,ORL,4,0,28,8.6,13.8,.625,0.0,0.0,,8.6,13.8,.625,0.0,0.0,,3.4,13.8,17.2,1.7,6.9,0.0,1.7,1.7,17.2,,117,95
43,Bismack Biyombo\biyombi01,C,26,CHO,6,0,57,5.1,8.4,.600,0.0,0.0,,5.1,8.4,.600,2.5,5.9,.429,4.2,8.4,12.6,1.7,0.0,6.7,2.5,10.9,12.6,,109,104
44,Nemanja Bjelica\bjeline01,PF,30,SAC,13,13,338,8.3,16.3,.508,3.1,6.4,.479,5.2,9.9,.527,1.7,2.5,.684,2.0,7.9,9.9,4.6,2.4,1.5,2.7,5.4,21.4,,115,107
45,Antonio Blakeney\blakean01,SG,22,CHI,13,0,229,12.0,25.6,.467,3.8,8.1,.474,8.1,17.5,.463,3.4,5.3,.640,0.4,6.0,6.4,1.7,0.9,0.6,1.5,2.1,31.2,,106,115
46,Eric Bledsoe\bledser01,PG,29,MIL,13,13,369,8.4,18.3,.459,2.4,7.4,.322,6.0,10.9,.552,3.4,4.3,.794,2.0,5.4,7.4,9.7,1.6,1.3,3.3,4.0,22.6,,117,106
47,Bogdan Bogdanovic\bogdabo01,SG,26,SAC,2,0,39,4.6,15.1,.308,1.2,7.0,.167,3.5,8.1,.429,4.6,5.8,.800,0.0,7.0,7.0,3.5,1.2,0.0,0.0,2.3,15.1,,100,112
48,Bojan Bogdanovic\bogdabo02,SF,29,IND,14,14,427,7.9,15.5,.511,3.5,6.7,.517,4.4,8.7,.507,3.6,4.8,.756,0.3,5.7,6.0,2.1,1.5,0.0,2.7,2.8,22.9,,115,110
49,Jonah Bolden\boldejo01,PF,23,PHI,6,0,40,4.7,12.8,.364,1.2,8.2,.143,3.5,4.7,.750,1.2,2.3,.500,0.0,10.5,10.5,2.3,3.5,1.2,2.3,7.0,11.7,,79,101
50,Devin Booker\bookede01,SG,22,PHO,9,9,322,11.4,25.7,.444,3.6,10.8,.333,7.8,14.9,.525,7.2,8.6,.842,0.8,4.4,5.1,8.7,1.5,0.2,6.5,4.8,33.7,,102,116
51,Chris Boucher\bouchch01,PF,26,TOR,1,0,2,23.7,47.4,.500,0.0,23.7,.000,23.7,23.7,1.000,94.8,142.2,.667,47.4,0.0,47.4,0.0,0.0,23.7,0.0,0.0,142.2,,152,90
52,Avery Bradley\bradlav01,SG,28,LAC,9,9,247,5.3,15.3,.350,1.3,5.2,.259,4.0,10.1,.396,0.2,0.2,1.000,1.3,1.9,3.2,2.7,1.1,0.6,2.7,4.8,12.2,,80,113
53,Mikal Bridges\bridgmi01,SF,22,PHO,12,0,214,6.6,14.9,.439,2.9,7.9,.371,3.6,7.0,.516,2.0,2.5,.818,0.5,3.2,3.6,2.0,3.2,0.2,2.0,4.5,18.1,,102,113
54,Miles Bridges\bridgmi02,SF,20,CHO,12,0,247,7.6,13.6,.557,1.9,5.4,.357,5.6,8.2,.690,1.2,1.9,.600,1.6,8.4,9.9,2.7,1.4,1.2,1.6,3.7,18.3,,121,108
55,Isaiah Briscoe\briscis01,PG,22,ORL,5,0,34,5.7,17.0,.333,1.4,1.4,1.000,4.3,15.6,.273,1.4,4.3,.333,0.0,4.3,4.3,7.1,0.0,0.0,1.4,5.7,14.2,,86,115
56,Ryan Broekhoff\broekry01,SG,28,DAL,6,0,17,5.6,22.6,.250,5.6,22.6,.250,0.0,0.0,,0.0,0.0,,0.0,5.6,5.6,0.0,0.0,0.0,0.0,2.8,16.9,,80,117
57,Malcolm Brogdon\brogdma01,SG,26,MIL,13,13,394,8.3,16.4,.507,2.3,5.4,.435,6.0,11.0,.543,2.9,2.9,1.000,1.3,4.7,6.0,5.3,0.9,0.2,2.3,2.8,22.0,,122,109
58,Dillon Brooks\brookdi01,SF,23,MEM,11,0,208,6.6,16.1,.409,1.7,4.6,.368,4.9,11.4,.426,3.4,4.4,.778,1.5,4.1,5.6,2.4,1.9,1.0,2.2,7.3,18.2,,98,107
59,MarShon Brooks\brookma01,SG,30,MEM,10,0,136,10.4,22.0,.475,2.2,8.2,.273,8.2,13.8,.595,4.8,6.0,.813,2.6,4.1,6.7,3.0,1.5,0.0,3.0,4.1,27.9,,107,109
60,Bruce Brown\brownbr01,SG,22,DET,8,3,104,4.1,13.3,.310,0.5,5.0,.091,3.7,8.2,.444,2.7,4.1,.667,1.4,4.1,5.5,0.9,1.8,0.9,1.4,8.7,11.4,,82,107
61,Jaylen Brown\brownja02,SG,22,BOS,12,12,361,6.9,18.8,.364,1.9,6.9,.275,5.0,12.0,.416,2.7,4.2,.645,2.0,4.8,6.9,2.0,0.8,0.8,2.0,4.4,18.3,,90,107
62,Lorenzo Brown\brownlo01,PG,28,TOR,9,0,70,6.1,16.3,.375,1.4,6.8,.200,4.7,9.5,.500,0.0,0.0,,0.7,6.1,6.8,5.4,2.0,1.4,4.1,5.4,13.5,,82,106
63,Sterling Brown\brownst02,SG,23,MIL,7,0,41,5.6,14.7,.385,0.0,5.6,.000,5.6,9.0,.625,5.6,6.8,.833,3.4,7.9,11.3,2.3,0.0,1.1,4.5,5.6,16.9,,92,108
64,Troy Brown\browntr01,SF,19,WAS,5,0,26,9.0,21.7,.417,3.6,5.4,.667,5.4,16.3,.333,7.2,7.2,1.000,3.6,12.7,16.3,0.0,3.6,0.0,1.8,1.8,28.9,,115,108
65,Jalen Brunson\brunsja01,PG,22,DAL,12,1,161,6.3,16.4,.382,2.1,7.1,.292,4.2,9.2,.452,1.2,1.2,1.000,0.3,3.9,4.2,4.5,1.5,0.0,2.4,2.7,15.8,,95,115
66,Thomas Bryant\bryanth01,C,21,WAS,4,0,23,8.2,24.5,.333,0.0,8.2,.000,8.2,16.4,.500,10.2,10.2,1.000,8.2,6.1,14.3,2.0,0.0,0.0,4.1,2.0,26.6,,99,121
67,Reggie Bullock\bullore01,SG,27,DET,9,9,247,6.2,17.1,.360,3.1,8.7,.356,3.1,8.5,.364,3.3,3.7,.895,0.8,3.7,4.4,3.7,0.6,0.4,1.5,2.5,18.7,,106,111
68,Trey Burke\burketr01,PG,26,NYK,12,5,241,9.7,24.0,.403,2.0,6.5,.313,7.7,17.6,.437,1.8,2.6,.692,1.8,3.0,4.8,8.5,1.0,0.0,2.8,2.4,23.2,,102,116
69,Alec Burks\burksal01,SG,27,UTA,8,0,118,9.0,18.4,.489,4.5,7.8,.579,4.5,10.7,.423,8.2,9.0,.909,0.0,2.9,2.9,3.7,0.8,1.2,1.6,3.3,30.7,,134,114
70,Deonte Burton\burtode02,SG,25,OKC,3,0,13,7.3,21.8,.333,3.6,7.3,.500,3.6,14.5,.250,0.0,0.0,,0.0,3.6,3.6,0.0,0.0,3.6,0.0,3.6,18.2,,91,109
71,Jimmy Butler\butleji01,SG,29,MIN,10,10,361,9.7,20.7,.471,2.2,5.9,.378,7.5,14.7,.509,6.3,8.0,.787,2.1,4.7,6.8,5.7,3.2,1.3,1.8,2.4,28.0,,122,115
72,Jose Calderon\caldejo01,PG,37,DET,9,0,108,3.1,10.6,.292,1.3,6.6,.200,1.8,4.0,.444,1.3,1.3,1.000,1.3,2.2,3.5,4.4,2.2,0.4,1.3,5.7,8.8,,95,108
73,Kentavious Caldwell-Pope\caldwke01,SG,25,LAL,13,3,242,5.5,13.9,.397,2.1,7.4,.282,3.4,6.5,.529,2.7,3.0,.875,0.4,4.0,4.4,1.1,1.3,0.2,1.5,1.9,15.8,,101,114
74,Isaiah Canaan\canaais01,PG,27,PHO,11,11,320,5.6,13.6,.411,2.3,7.0,.326,3.3,6.7,.500,2.0,2.4,.813,0.6,4.7,5.3,5.9,1.2,0.0,3.2,4.7,15.5,,99,117
75,Clint Capela\capelca01,C,24,HOU,12,12,399,10.1,16.3,.618,0.0,0.0,,10.1,16.3,.618,3.1,5.8,.532,6.5,10.1,16.5,2.7,0.6,2.5,3.0,4.1,23.3,,120,110
76,DeMarre Carroll\carrode01,F,32,BRK,2,0,30,6.6,16.5,.400,1.6,8.2,.200,4.9,8.2,.600,9.9,9.9,1.000,1.6,8.2,9.9,1.6,0.0,1.6,3.3,6.6,24.7,,113,113
77,Vince Carter\cartevi01,SF,42,ATL,13,8,245,5.7,13.5,.425,3.1,8.5,.370,2.6,5.0,.519,1.7,2.0,.818,0.6,4.3,4.8,2.2,1.7,1.1,1.7,3.5,16.3,,106,113
78,Wendell Carter\cartewe01,C,19,CHI,13,13,341,8.3,17.3,.479,0.7,1.9,.385,7.6,15.5,.491,4.7,6.2,.767,4.6,9.7,14.3,4.4,1.3,3.9,3.0,5.7,22.1,,111,108
79,Michael Carter-Williams\cartemi01,PG,27,HOU,7,1,97,6.6,18.4,.361,1.0,5.1,.200,5.6,13.3,.423,3.6,8.2,.438,1.0,4.1,5.1,7.2,3.6,2.0,4.1,8.7,17.9,,85,107
80,Omri Casspi\casspom01,SF,30,MEM,7,0,84,8.4,15.1,.560,1.8,4.8,.375,6.6,10.2,.647,4.8,9.0,.533,1.8,8.4,10.2,6.0,2.4,0.0,1.2,3.0,23.5,,127,105
81,Willie Cauley-Stein\caulewi01,C,25,SAC,13,13,373,11.5,19.9,.579,0.1,0.1,1.000,11.4,19.8,.577,3.3,6.2,.529,3.9,9.1,13.0,3.3,1.7,0.8,2.3,5.0,26.5,,116,108
82,Tyson Chandler\chandty01,C,36,TOT,10,0,157,3.6,6.6,.545,0.0,0.0,,3.6,6.6,.545,3.3,6.6,.500,6.3,13.0,19.3,2.1,1.5,1.5,4.2,9.4,10.6,,100,108
82,Tyson Chandler\chandty01,C,36,PHO,7,0,89,4.4,6.5,.667,0.0,0.0,,4.4,6.5,.667,5.4,9.8,.556,3.8,17.4,21.2,3.3,1.1,0.5,3.8,11.4,14.2,,111,110
82,Tyson Chandler\chandty01,C,36,LAL,3,0,68,2.7,6.8,.400,0.0,0.0,,2.7,6.8,.400,0.7,2.7,.250,9.5,7.4,16.9,0.7,2.0,2.7,4.7,6.8,6.1,,85,107
83,Wilson Chandler\chandwi01,SF,31,PHI,3,0,41,4.6,8.0,.571,2.3,5.7,.400,2.3,2.3,1.000,0.0,2.3,.000,3.4,12.5,15.9,2.3,1.1,1.1,2.3,6.8,11.4,,110,105
84,Marquese Chriss\chrisma01,PF,21,HOU,3,0,17,8.8,29.2,.300,0.0,11.7,.000,8.8,17.5,.500,0.0,0.0,,2.9,8.8,11.7,2.9,0.0,2.9,2.9,2.9,17.5,,68,112
85,Gary Clark\clarkga01,PF,24,HOU,11,0,175,4.3,12.5,.341,3.4,11.3,.300,0.9,1.1,.750,1.1,1.1,1.000,2.0,7.9,9.9,0.9,1.7,2.3,0.3,4.5,13.0,,112,109
86,Ian Clark\clarkia01,SG,27,NOP,11,0,179,5.9,13.6,.434,2.6,6.2,.417,3.3,7.5,.448,1.3,1.5,.833,0.3,3.9,4.1,3.3,0.8,0.3,2.6,5.7,15.7,,101,117
87,Jordan Clarkson\clarkjo01,SG,26,CLE,12,0,285,12.9,28.0,.463,2.8,9.0,.308,10.2,19.0,.536,2.8,3.3,.842,2.2,4.1,6.4,3.6,1.6,0.5,2.6,4.0,31.4,,109,117
88,Zach Collins\colliza01,C,21,POR,13,0,278,8.2,14.4,.566,1.7,4.5,.385,6.4,9.9,.649,5.0,5.9,.853,3.3,6.9,10.2,2.3,0.7,2.8,3.3,6.8,23.1,,125,105
89,Darren Collison\collida01,PG,31,IND,14,14,385,6.8,14.4,.473,1.2,3.7,.310,5.7,10.7,.530,2.5,3.6,.679,0.6,3.2,3.9,7.2,2.3,0.4,2.6,3.1,17.3,,109,109
90,Mike Conley\conlemi01,PG,31,MEM,11,11,357,9.2,24.4,.378,2.8,9.5,.299,6.4,14.9,.429,6.9,8.5,.817,1.0,4.1,5.1,9.4,2.0,0.4,2.6,3.5,28.2,,107,108
91,Pat Connaughton\connapa01,SG,26,MIL,10,0,155,7.8,17.0,.456,3.3,9.0,.367,4.5,8.1,.556,1.8,2.7,.667,3.6,9.3,12.8,4.2,0.3,2.1,1.5,3.3,20.6,,121,105
92,Quinn Cook\cookqu01,PG,25,GSW,10,1,139,11.3,20.8,.541,4.8,9.2,.519,6.5,11.6,.559,3.1,3.4,.900,0.7,5.5,6.1,5.5,1.0,0.0,3.4,2.7,30.4,,122,113
93,Robert Covington\covinro01,SF,28,PHI,13,13,440,5.3,12.4,.427,3.2,8.2,.390,2.1,4.2,.500,1.8,2.4,.739,0.7,6.4,7.1,1.5,2.5,2.4,2.3,4.8,15.6,,101,104
94,Allen Crabbe\crabbal01,SG,26,BRK,12,0,279,4.4,17.2,.258,3.0,11.0,.274,1.4,6.2,.229,2.1,2.8,.750,1.1,6.5,7.6,2.7,0.5,0.9,2.7,5.1,14.0,,79,114
95,Torrey Craig\craigto01,SF,28,DEN,11,10,194,4.6,12.0,.383,1.0,6.4,.160,3.6,5.6,.636,1.0,1.5,.667,3.8,5.1,8.9,1.5,1.5,1.0,1.8,5.9,11.2,,98,107
96,Jamal Crawford\crawfja01,SG,38,PHO,10,0,93,4.7,15.1,.310,2.6,8.9,.294,2.1,6.3,.333,4.7,5.2,.900,0.0,2.6,2.6,5.2,1.0,0.0,2.6,3.6,16.7,,96,118
97,Jae Crowder\crowdja01,SF,28,UTA,12,1,362,7.9,17.2,.457,3.6,10.3,.351,4.3,6.9,.615,4.1,5.9,.705,1.5,7.3,8.8,2.8,1.2,0.7,1.1,4.5,23.5,,121,112
98,Dante Cunningham\cunnida01,PF,31,SAS,11,8,228,3.0,7.8,.389,1.1,3.0,.357,1.9,4.7,.409,1.3,1.3,1.000,2.4,7.1,9.5,2.8,1.5,1.3,1.1,5.0,8.4,,112,107
99,Seth Curry\curryse01,SG,28,POR,13,0,231,5.0,12.7,.393,3.3,6.7,.500,1.7,6.1,.276,0.6,0.6,1.000,0.4,3.3,3.8,2.5,0.4,0.2,1.7,4.2,14.0,,107,111
100,Stephen Curry\curryst01,PG,30,GSW,12,12,399,14.5,28.2,.515,7.4,15.0,.492,7.1,13.2,.541,5.7,6.2,.923,0.7,6.4,7.1,8.7,1.4,0.5,4.3,3.3,42.1,,126,111
101,Troy Daniels\danietr01,SG,27,PHO,4,0,37,6.6,19.7,.333,3.9,14.4,.273,2.6,5.2,.500,1.3,1.3,1.000,1.3,3.9,5.2,5.2,5.2,0.0,3.9,7.9,18.3,,87,108
102,Anthony Davis\davisan02,C,25,NOP,9,9,336,10.4,22.5,.463,1.0,2.7,.350,9.5,19.7,.479,8.5,11.2,.756,3.8,11.1,14.9,5.9,1.9,3.8,2.9,3.4,30.3,,116,106
103,Ed Davis\davised01,C,29,BRK,13,0,225,6.8,11.2,.608,0.0,0.0,,6.8,11.2,.608,2.4,4.6,.524,7.9,14.5,22.4,2.0,1.3,0.9,2.0,8.3,16.0,,127,107
104,Dewayne Dedmon\dedmode01,C,29,ATL,9,0,177,7.7,15.4,.500,1.3,3.8,.333,6.4,11.5,.556,2.6,3.1,.833,2.0,12.3,14.3,1.0,0.5,3.6,1.5,7.7,19.2,,110,107
105,Sam Dekker\dekkesa01,PF,24,CLE,9,5,169,6.4,14.0,.458,1.5,3.8,.385,4.9,10.2,.486,2.3,2.9,.800,2.6,7.0,9.6,2.6,3.2,0.0,1.5,3.8,16.6,,115,113
106,Matthew Dellavedova\dellama01,PG,28,MIL,6,0,39,3.6,11.9,.300,3.6,8.3,.429,0.0,3.6,.000,2.4,2.4,1.000,0.0,7.1,7.1,14.2,1.2,0.0,5.9,3.6,13.0,,102,107
107,Luol Deng\denglu01,SF,33,MIN,2,0,19,5.0,22.5,.222,0.0,10.0,.000,5.0,12.5,.400,2.5,5.0,.500,12.5,12.5,25.0,0.0,0.0,2.5,2.5,0.0,12.5,,76,115
108,DeMar DeRozan\derozde01,SG,29,SAS,11,11,408,12.9,25.6,.502,0.6,2.8,.217,12.3,22.9,.537,7.0,7.8,.892,1.1,7.9,9.0,8.5,1.6,0.4,3.4,3.7,33.3,,116,108
109,Marcus Derrickson\derrima01,F,22,GSW,1,0,6,7.9,15.8,.500,0.0,0.0,,7.9,15.8,.500,0.0,0.0,,0.0,7.9,7.9,0.0,0.0,0.0,0.0,15.8,15.8,,100,113
110,Cheick Diallo\diallch01,PF,22,NOP,9,0,86,7.5,13.4,.560,0.0,0.0,,7.5,13.4,.560,7.5,9.6,.778,4.8,15.5,20.4,2.7,1.6,2.7,2.7,4.8,22.5,,126,106
111,Hamidou Diallo\diallha01,SG,20,OKC,11,0,141,7.7,17.1,.451,0.3,3.0,.111,7.4,14.1,.524,3.7,5.4,.688,4.4,5.0,9.4,1.3,3.0,1.0,1.7,7.0,19.4,,108,104
112,Gorgui Dieng\dienggo01,C,29,MIN,13,0,177,7.8,16.4,.475,0.5,3.2,.167,7.2,13.2,.551,5.9,7.0,.846,4.3,12.3,16.6,2.7,1.6,1.3,3.2,6.7,22.0,,111,112
113,Spencer Dinwiddie\dinwisp01,PG,25,BRK,13,0,351,9.1,19.4,.471,3.7,9.0,.406,5.5,10.4,.527,3.5,4.4,.806,1.0,3.8,4.8,7.7,0.8,0.8,3.4,5.5,25.5,,116,115
114,Donte DiVincenzo\divindo01,SG,22,MIL,13,0,247,6.2,14.6,.423,2.2,9.2,.245,3.9,5.4,.724,1.7,2.1,.818,1.3,6.7,8.1,3.9,0.7,0.4,2.1,3.6,16.3,,106,108
115,Luka Doncic\doncilu01,PF,19,DAL,12,12,413,10.2,20.9,.489,3.5,8.8,.395,6.7,12.1,.558,4.4,5.8,.760,1.4,7.7,9.1,6.3,1.2,0.3,5.8,3.1,28.3,,106,113
116,Tyler Dorsey\dorsety01,SG,22,ATL,7,0,69,6.6,17.7,.370,1.3,5.9,.222,5.3,11.8,.444,2.6,6.6,.400,0.0,4.6,4.6,3.3,0.7,0.0,0.0,3.9,17.1,,93,116
